Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Noelle Quinn,LAS,G,34,929,16,0.546,0.316,0.152,4.5,7.9,21.9,2.3,1,16.4,15.1,2.1,1.4,3.5,0.15
Nakia Sanford,WAS,C-F,34,663,9.9,0.51,0,0.622,9.7,13.2,5.9,2,1.7,25.9,18.4,-0.4,1.1,0.6,0.038
Tangela Smith,PHO,C,34,920,14.7,0.535,0.306,0.076,4.6,11.1,4.4,1.8,4.3,10.5,16,1.3,0.8,2.1,0.093
Michelle Snow,ATL,C,34,503,14.6,0.546,0.014,0.479,9,16.5,5.2,1.5,2.6,18.7,17.2,0.7,0.9,1.6,0.13
Tina Thompson,LAS,F,34,1182,13,0.503,0.357,0.248,4.9,10.1,11.5,1.2,1.7,17.7,20.2,0.9,1.7,2.6,0.088
Erin Thorn,CHI,G,34,577,15.3,0.572,0.541,0.194,2.8,5.6,16.5,1.8,0,14.4,17.1,1.4,0,1.4,0.099
Kia Vaughn,NYL,C,34,396,11.9,0.5,0.014,0.23,10.7,13.4,4.3,0.8,0.6,16.4,22.9,-0.1,0.4,0.4,0.038
DeMya Walker,SAC,F,34,821,11.8,0.516,0.004,0.292,8.2,12,14.5,1.7,1.7,24.6,20.1,0,0.6,0.6,0.029
Lindsay Whalen,CON,G,34,1000,19.6,0.544,0.253,0.393,4.3,8.9,28.3,2.2,0.4,14.1,19.9,3.2,1.4,4.6,0.183
Candice Wiggins,MIN,G,34,1017,14.6,0.523,0.364,0.417,3.5,6,15.5,2.1,0.5,16,22.1,1.8,0,1.8,0.072
Le'coe Willingham,PHO,F,34,713,18.1,0.587,0.031,0.31,10.8,11.2,7.8,1.5,0.9,13.7,19.8,2.4,0.1,2.5,0.142
Shavonte Zellous,DET,G,34,802,16.2,0.539,0.165,0.609,3.8,7.9,13.9,1.8,1.9,17,25.1,1.8,1,2.7,0.135
Crystal Kelly,TOT,F,34,367,11.1,0.576,0.013,0.949,8.8,9,5.4,1.6,0.7,22.8,17.5,0.6,0.1,0.8,0.083
Chante Black,CON,C,33,428,10.1,0.437,0.011,0.467,10.3,14.2,2.3,1.6,5,18.4,14.1,-0.2,0.8,0.6,0.056
Shannon Bobbitt,LAS,G,33,353,6.7,0.391,0.435,0.153,3.9,5.6,20.7,2.3,0.2,23.6,15.1,-0.4,0.4,0.1,0.007
Kerri Gardin,CON,F,33,596,13.8,0.454,0.245,0.56,9.7,13.6,11,2.2,3.2,16.1,17.6,0.2,1.1,1.3,0.087
Laura Harper,SAC,F-C,33,460,13,0.493,0,0.707,14.7,15.4,7.3,1.5,4.1,21.6,18.6,0.3,0.4,0.7,0.064
Roneeka Hodges,MIN,G,33,902,14.7,0.565,0.62,0.12,2.6,6.7,12.6,1.2,1.3,11,16,2.3,-0.1,2.2,0.097
Briann January,IND,G,33,683,11.7,0.493,0.453,0.453,3.9,5.6,20.5,2.8,0.4,19.8,19,0.5,1.1,1.6,0.093
Edwige Lawson-Wade,SAS,G,33,583,14,0.541,0.748,0.119,1.9,7,22.1,2.7,0.1,15.4,15.1,1.1,0.5,1.6,0.108
DeLisha Milton-Jones,LAS,F,33,1043,11.6,0.477,0.255,0.23,6.1,9.1,11.7,2.1,0.7,17.3,18.5,0.4,1.5,1.9,0.073
Deanna Nolan,DET,G-F,33,1113,17.4,0.485,0.234,0.221,3.9,7.6,20.4,2.1,0.8,11.2,25.9,2.2,1.3,3.4,0.123
Courtney Paris,SAC,C,33,442,18.9,0.546,0.008,0.25,15.9,19,9.3,1.3,1.9,12,16.6,1.4,0.4,1.8,0.161
Sidney Spencer,NYL,G,33,340,10.9,0.538,0.648,0.102,2.5,6.7,8,0.9,0.3,8.9,13.8,0.6,0.3,0.8,0.098
Ketia Swanier,PHO,G,33,388,7.7,0.485,0.375,0.205,2.2,7.6,19,1.8,0.5,32.4,15.4,-0.4,0.1,-0.3,-0.033
Tanisha Wright,SEA,G,33,1072,16.3,0.545,0.093,0.327,5.4,7,23.7,2.5,0.8,18.7,20,2.4,1.5,3.9,0.146
Sophia Young-Malcolm,SAS,F,33,1113,21.5,0.531,0.114,0.392,7.8,12,10.2,2.1,1.1,9.9,26.3,3.2,1,4.2,0.153
Armintie Herrington,TOT,G,33,421,9.1,0.439,0,0.595,9.2,10.7,11.6,1.9,0.6,20.3,14.2,0,0.2,0.2,0.018
Swin Cash,SEA,F,32,1094,12.8,0.474,0.087,0.361,7.5,12.6,14.4,1.4,1.3,18.1,21.6,0.3,1.7,2,0.075
Shameka Christon,NYL,G,32,1014,19.5,0.574,0.533,0.386,3.4,9.3,11,1.5,2.3,11.1,23.1,3.4,1.4,4.8,0.189
Tamecka Dixon,IND,G,32,424,9.7,0.461,0.075,0.157,2.7,7.3,17,1.5,0.6,15.9,18.1,0,0.6,0.6,0.056
Alexis Hornbuckle,DET,G,32,850,10.4,0.455,0.3,0.225,6.5,11.1,16.7,2.6,0.9,22.8,15.8,-0.3,1.3,1,0.049
Vickie Johnson,SAS,G-F,32,737,12.6,0.518,0.303,0.146,3.9,9.1,18.5,1.2,0.4,16.5,15,1,0.3,1.3,0.07
Jennifer Lacy,ATL,F,32,362,5.8,0.395,0.178,0.308,10,11,3.6,1.2,1.5,16.5,16.7,-0.3,0.4,0,0.003
Janel McCarville,NYL,F-C,32,848,22,0.565,0.01,0.355,9,12.4,21.9,2.6,4.5,19.8,23.8,1.9,1.7,3.7,0.172
Erin Phillips,CON,G,32,740,14.9,0.51,0.516,0.284,4.3,7.9,15.5,3,0.3,14.5,17.8,1,1.1,2.1,0.114
Alana Beard,WAS,G-F,31,985,16.7,0.504,0.244,0.26,2.3,7.5,14.2,3.7,1.5,17,25.9,0.6,1.9,2.5,0.101
Sue Bird,SEA,G,31,1101,15.6,0.502,0.398,0.109,1.4,4.6,32.1,2.3,0.2,17,20.4,1.7,1.4,3.1,0.112
Katie Douglas,IND,G-F,31,1003,20.4,0.533,0.412,0.266,2.8,7.2,18.6,2.9,0.6,12.8,26.4,2.4,1.9,4.3,0.171
Becky Hammon,SAS,G,31,1049,23.5,0.593,0.461,0.318,3,6.1,30.8,2.5,0.9,17.9,27.6,3.8,0.7,4.5,0.171
Kristi Harrower,LAS,G,31,520,9,0.419,0.351,0.099,4.1,6.6,21.2,1.6,0,18.9,12.3,0.2,0.6,0.7,0.054
Kelly Mazzante,PHO,G,31,433,7.8,0.528,0.889,0.03,1.9,5.2,5.3,1.1,0.5,9.1,10.7,0.5,-0.1,0.4,0.038
Jessica Moore,IND,F-C,31,613,8.6,0.524,0.008,0.38,7.6,9.5,4.2,1.6,0.8,18.5,12.7,0.4,0.9,1.3,0.086
Ruth Riley,SAS,C,31,650,11.9,0.514,0.122,0.177,6.8,13.4,7.6,1.2,5.4,18.1,13.9,0.4,0.8,1.2,0.072
Olayinka Sanni,DET,F-C,31,298,12.5,0.523,0,0.367,11,11.5,9.9,1.9,1.5,20.9,21.4,0.2,0.4,0.5,0.073
Diana Taurasi,PHO,G,31,976,25.4,0.62,0.447,0.392,2.2,10.2,18.2,1.8,3.1,13.9,25.4,4.7,0.7,5.4,0.222
Nicky Anosike,MIN,F-C,30,896,24.2,0.565,0.015,0.732,9.6,15.1,16.6,4.6,2.5,14.8,20.3,3.1,1.4,4.6,0.205
Betty Lennox,LAS,G,30,640,16.1,0.515,0.31,0.246,6.5,12.8,15.9,2.2,0.5,19.1,25.8,0.6,1.2,1.8,0.11
Ticha Penicheiro,SAC,G,30,724,11.5,0.436,0.065,0.504,2.1,7,34.1,2.2,0.5,27.4,14.2,0.2,0.4,0.6,0.034
Belinda Snell,SAS,G,30,553,12.1,0.48,0.753,0.159,4.8,7.9,11.9,2.6,0.4,13,18.9,0.4,0.4,0.8,0.055
Tan White,CON,G,30,659,16.9,0.53,0.526,0.202,3.4,7.1,18.4,2.8,1.1,12.1,20.6,1.4,1,2.4,0.144
Cheryl Ford,DET,F,29,755,12.5,0.459,0.013,0.441,11.4,17.1,5.8,1.9,1.5,15.3,18.8,0.2,1.3,1.5,0.08
Megan Frazee,SAS,F,29,326,16,0.506,0.294,0.31,10.4,16,9,1.3,1.2,12.8,23.5,0.5,0.3,0.8,0.097
Lindsay Wisdom-Hylton,LAS,F,29,197,13.5,0.497,0.016,0.311,8.9,12.5,7.2,0.8,3.5,17.8,19.2,0.1,0.3,0.4,0.075
Kristin Haynie,TOT,G,29,317,12.1,0.468,0.318,0.239,3.1,7.7,15.5,4.5,0.3,20.5,17.1,0,0.5,0.5,0.064
Kara Braxton,DET,C-F,28,504,22.2,0.552,0,0.308,15.8,19.9,16.5,2,3.1,18.3,24.6,1.2,1,2.2,0.175
Marissa Coleman,WAS,G-F,28,525,10.8,0.478,0.503,0.283,4.9,8.6,7.3,1.9,1.4,16,17.5,0.2,0.7,0.9,0.071
Marie Ferdinand-Harris,LAS,G,28,339,15,0.499,0.163,0.274,6.3,7.3,13.3,2.4,0.5,12.7,23,0.6,0.5,1.1,0.125
Tasha Humphrey,TOT,C,28,407,11.5,0.473,0.428,0.187,3.7,10.8,5,1.6,1.8,10,21.6,0.2,0.3,0.5,0.047
Rebekkah Brunson,SAC,F,27,665,22.3,0.549,0.004,0.416,12.6,17.9,2.7,3.1,2,13,23,2,1.1,3,0.183
Anete Jekabsone-Zogota,CON,G,27,644,11.5,0.518,0.423,0.12,2,6.9,16.9,0.7,0,16.3,20.3,0.4,0.5,0.9,0.053
K.B. Sharp,CHI,G,27,325,7.6,0.535,0.298,0.333,1.1,3.8,12.6,1.3,0.5,26,12.5,0,-0.1,-0.1,-0.007
Katie Smith,DET,G,27,894,14,0.575,0.449,0.207,1.8,4.2,15.2,1.2,0.2,16.2,19,2.1,0.5,2.6,0.114
Tammy Sutton-Brown,IND,C,27,680,16,0.534,0,0.5,7.5,14.1,6.7,1.2,5,16.4,19.8,0.9,1.5,2.4,0.138
Kristi Toliver,CHI,G,27,386,18.8,0.606,0.566,0.145,1.9,5.8,26.7,1.4,0.6,20.6,25.4,1,0,1,0.1
Brooke Wyckoff,CHI,F,27,531,7.5,0.535,0.689,0.108,4,8.4,11.4,1,3.1,27.2,9.2,0.2,0.1,0.3,0.022
Jessica Davenport,IND,C,26,181,14.2,0.564,0,0.364,9.6,13.4,6.9,2,6.6,24.8,21.1,0,0.4,0.5,0.1
Sandrine Gruda,CON,F-C,26,810,14.9,0.485,0,0.266,8.7,11.6,8.5,1.5,4,15.9,23.5,-0.1,1.2,1.1,0.055
Lauren Jackson,SEA,F-C,26,843,26.1,0.586,0.314,0.394,7.5,13.9,5.8,2.5,4.8,9.2,26.2,3.9,2,5.9,0.279
Chen Nan,CHI,C,26,320,8.7,0.492,0,0.084,8.9,10.5,3.5,1.3,2.3,22.7,18.3,-0.3,0.1,-0.3,-0.033
Ashley Robinson,SEA,C,26,167,-1.6,0.224,0.04,0.16,4,9.3,1.9,0.7,7,27.2,10.4,-0.6,0.3,-0.3,-0.078
Vanessa Hayden,LAS,C,25,269,11.8,0.443,0,0.263,12.6,15,4,0.8,7,15.2,20.9,-0.1,0.5,0.5,0.067
Chamique Holdsclaw,ATL,F,25,708,14.9,0.483,0.094,0.292,4.6,8.8,13.2,2.3,0.7,17.1,25.4,0.3,1,1.2,0.07
Kara Lawson,SAC,G,25,604,13.6,0.513,0.55,0.165,2.3,5.5,18.5,1.4,0.1,14,18.2,1.2,0.1,1.3,0.087
Candace Parker,LAS,F,25,815,20.9,0.537,0.089,0.296,9.2,18,14.5,1,5.6,15.3,19.9,1.9,1.9,3.8,0.186
Sylvia Fowles,CHI,C,24,692,17.1,0.626,0,0.576,9.3,16.6,5.2,1.6,4.1,26.1,19.3,0.7,0.8,1.5,0.085
Ivory Latta,ATL,G,24,350,13.5,0.561,0.455,0.418,1,2.6,14.8,1.8,0.2,16.6,18.5,0.8,0.2,1,0.119
Bernice Mosby,WAS,F,24,169,6.7,0.433,0.021,0.298,10.4,13.1,3.1,2.4,0.5,23.1,17.7,-0.2,0.3,0,0.007
Shay Murphy,IND,G,24,186,19.5,0.498,0.36,0.292,14.4,13.7,11.7,1.7,0.9,8.2,26.5,0.6,0.3,0.9,0.191
Tamika Whitmore,CON,F,24,376,6.6,0.371,0.181,0.26,6,7.8,11.2,1.2,0.6,12.4,19.1,-0.5,0.3,-0.2,-0.022
Amber Holt,CON,F,23,380,14.6,0.468,0.407,0.431,3.7,11.1,19.7,1.2,0.4,8.7,18.8,0.7,0.5,1.2,0.13
Asjha Jones,CON,F,23,727,18.7,0.513,0.047,0.236,6.3,10.6,16.3,1.4,1.4,11.6,25.9,1.3,0.9,2.2,0.124
Lisa Leslie,LAS,C,23,638,23,0.557,0.022,0.324,11,14.2,16.1,1.3,4.4,15.7,26.5,1.8,1.2,3,0.19
Chelsea Newton,SAC,G,23,336,9.9,0.436,0.171,0.257,3.7,5.6,18.9,2.8,0.8,17,12.3,0.2,0.2,0.4,0.049
Nicole Ohlde,PHO,F-C,21,311,11.1,0.597,0,0.648,7.3,10.6,2.8,0.8,4.5,24.1,16.2,0.3,0.1,0.4,0.051
Brooke Smith,PHO,F-C,21,144,5.5,0.567,0,0.533,9.2,13.6,2.7,0.7,1.5,27.4,7.4,0.1,0,0.2,0.048
Christina Wirth,IND,F,21,121,7.4,0.374,0.483,0.034,2.9,7.5,18.6,1.3,0.7,9.2,12.1,0,0.2,0.2,0.063
Nikki Teasley,TOT,G,21,456,8.1,0.545,0.681,0.174,0.8,4,18.8,1.6,0.9,27.4,9.7,0.3,0.4,0.7,0.061
Tamera Young,TOT,F,21,201,13.6,0.452,0.178,0.479,9.5,13.1,10,3.3,2,18.5,23.8,-0.1,0.3,0.2,0.043
Suzy Batkovic-Brown,SEA,C,20,147,5,0.505,0.256,0.186,8.1,12.7,5.4,1.9,3.7,34,22.6,-0.6,0.3,-0.3,-0.075
Katie Gearlds,SEA,G-F,20,243,12,0.541,0.703,0.054,2.2,6.9,8.6,1.3,1.1,13.7,17,0.3,0.3,0.6,0.097
Shanna Zolman,SAS,G,19,176,17.9,0.604,0.592,0.079,0,3.5,7.2,0.6,0,6,22.2,0.6,0,0.5,0.119
Erlana Larkins,NYL,F,18,137,12.9,0.51,0,0.697,9.7,13.6,10.6,3.5,2.5,27.1,20,-0.1,0.3,0.2,0.066
LaToya Sanders,MIN,F,17,159,11.1,0.505,0,0.5,10.3,14.2,8.3,1,6.9,27.7,14.1,0,0.1,0.1,0.028
Ann Wauters,SAS,C,17,463,17.4,0.576,0.036,0.31,7.9,12.7,8.6,1.5,1,18.7,23.7,0.6,0.4,0.9,0.079
Nikki Blue,WAS,G,16,91,6.4,0.423,0.375,0.417,2.6,6.6,21.9,3.9,0,31.4,19.7,-0.2,0.2,-0.1,-0.035
Kristen Mann,WAS,F,16,95,9.2,0.44,0.643,0.036,2.5,8.8,11,1.6,0,9.5,14.3,0.1,0.1,0.2,0.075
Anna Montanana,MIN,F,16,169,10.9,0.475,0.417,0.056,10.4,9.4,18.5,2.7,0,24.5,12.8,0.1,0,0.2,0.038
Katie Mattera,TOT,C,15,102,10.3,0.633,0,0.6,11.1,17,1.9,0.5,6.9,37.5,23.1,-0.2,0.1,-0.1,-0.043
Penny Taylor,PHO,F,14,283,19.6,0.592,0.231,0.444,5.1,6.7,17.6,3,0.5,19.4,23.8,0.8,0.1,1,0.136
Barbara Farris,DET,F-C,13,110,4.6,0.53,0,1.778,3.3,9.8,6.6,2.4,0,35.9,10.1,-0.1,0.2,0.1,0.032
Ashley Walker,SEA,F-C,13,90,3.8,0.355,0.214,0.357,8.8,16.5,7.8,1.2,2,17.8,20.6,-0.2,0.2,0,-0.019
Christi Thomas,MIN,F-C,11,66,-6.9,0.069,0.333,0.095,8.9,13.9,6.7,2.3,6,21.5,18.7,-0.6,0.1,-0.5,-0.304
Mistie Bass,CHI,F,8,126,18.3,0.532,0.051,0.41,11.8,13.1,4.6,2.1,1.9,8,18.2,0.3,0.1,0.4,0.13
Lauren Ervin,CON,F,8,56,9,0.447,0,0.118,7.6,13.2,0,0.9,0,10.1,15.8,0,0.1,0,0.029
Anna DeForge,DET,G,7,113,4.5,0.278,0.222,0,6.4,10.6,13.4,1.8,0,28,9.8,-0.2,0.1,-0.1,-0.028
Barbara Turner,CON,G-F,7,144,5.7,0.323,0.641,0.256,3,5.9,15.3,1.8,0,8.4,14.6,-0.2,0.1,0,-0.005
Seimone Augustus,MIN,G,6,178,30.9,0.661,0.163,0.244,2.6,8.6,12.2,3.4,1.3,12,26.9,0.9,0.1,1,0.236
Allie Quigley,PHO,G,6,32,1.5,0.563,0.5,0.25,3.8,8.7,4.3,0,0,36,18.2,-0.1,0,-0.1,-0.098
Whitney Boddie,SAC,G,4,9,8.4,1,0,0,0,0,0,5.8,0,50,9.8,0,0,0,0.002
Kristi Cirone,CON,G,4,23,21.5,0.554,0.6,0.6,0,12.3,28.7,4.5,0,0,12.2,0.1,0.1,0.2,0.287
Yolanda Griffith,IND,C-F,3,41,16.1,0.595,0,0.75,11.3,10.3,0,0,4.1,15.8,20.9,0.1,0,0.2,0.162
Khadijah Whittington,IND,F,3,25,23.4,0.6,0,0,9.3,12.1,19.9,0,0,0,18,0.1,0,0.2,0.255
La'Tangela Atkinson,SEA,G-F,2,46,20.1,0.282,0.125,0.25,17.3,25.2,18,11.9,2,31.1,13.2,-0.1,0.3,0.2,0.165
A'Quonesia Franklin,SEA,G,2,20,-6.7,0,0.5,0,0,6.4,7.7,2.7,0,20,11.8,-0.1,0,-0.1,-0.2
Erica White,IND,G,2,18,9,0.167,0.5,0,0,6.7,37.9,2.9,4.7,0,15,0,0,0,-0.004
Lisa Willis,SAC,G,2,5,-31.2,0,0.5,0,0,0,0,0,0,33.3,26.5,-0.1,0,-0.1,-0.695
Sherill Baker,DET,G,1,11,33.3,0.81,0,1,11,5.4,17.5,4.7,0,18.8,21.5,0.1,0,0.1,0.406
Tanae Davis-Cain,DET,G,1,4,-0.8,0.184,0.6,0.2,60.4,30,0,0,0,0,60.4,-0.1,0,-0.1,-0.531
Britany Miller,DET,C,1,8,-0.6,0,0,0,0,0,0,6.5,0,0,5.6,0,0,0,-0.041
Plenette Pierson,DET,F,1,5,-5.2,0,0,0,0,0,0,10.4,17.5,0,17.8,0,0,0,-0.186
Kelly Schumacher,DET,C,1,10,-0.3,,,,0,0,0,0,8.8,,0,0,0,0,0.025
