Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Stefanie Dolson,CHI,C,33,968,18.5,0.636,0.205,0.199,5.3,11.6,14.8,0.9,3.2,17.7,20.9,2.3,0.8,3.1,0.127
Candice Dupree,IND,F,33,1049,18,0.531,0.005,0.176,4,11.6,10.4,1.5,1.2,8.8,22.7,1.7,0.4,2,0.077
Tianna Hawkins,WAS,F,33,547,16,0.556,0.246,0.23,9,14.4,3.7,1.7,1.1,10.8,18.9,1.3,0.6,1.9,0.139
Tiffany Hayes,ATL,G,33,989,18.8,0.582,0.339,0.486,3.4,7.3,14.8,2.1,0.7,11.8,23,3.1,1.1,4.2,0.171
Glory Johnson,DAL,F,33,1022,18.2,0.537,0.166,0.318,8.5,17.2,9.9,2,1,13.7,21.9,1.9,0.8,2.7,0.104
Candace Parker,LAS,F,33,1007,25.2,0.567,0.292,0.292,5.4,17.5,24.2,2.5,4.7,15.3,26.6,2.6,3.1,5.8,0.229
Sugar Rodgers,NYL,G,33,844,12.1,0.459,0.52,0.153,3.1,8.5,15.5,1.8,1.6,12.3,22.6,0.2,1.5,1.7,0.081
Breanna Stewart,SEA,F,33,1086,24.3,0.588,0.283,0.443,6,16.4,15.3,1.8,3.9,12.5,27.6,3.5,1.8,5.3,0.196
Alyssa Thomas,CON,F,33,982,19.4,0.536,0.008,0.545,5.3,13,24.3,2.6,1,17.6,24.2,1.5,2,3.5,0.142
Ramu Tokashiki,SEA,F,33,411,6.2,0.496,0.032,0.284,6.1,8.1,7.9,1.1,1.8,19.6,15.2,-0.1,0.2,0.1,0.008
Sami Whitcomb,SEA,G,33,404,11.5,0.517,0.767,0.158,4.6,8.6,13.4,3.1,0,16.9,19.9,0.1,0.4,0.5,0.047
Seimone Augustus,MIN,G,32,886,16.1,0.558,0.149,0.129,1.9,6.5,22.3,1,0.3,12.6,17.9,2.3,1.5,3.9,0.174
Cayla George,PHO,C,32,381,7.7,0.452,0.422,0.128,3.5,13.5,6.6,1.2,2.5,11.5,15.5,-0.2,0.6,0.4,0.038
Bria Holmes,ATL,G,32,711,10.8,0.444,0.22,0.369,4.9,7.4,13.4,1.6,0.8,11.1,19.2,-0.1,0.7,0.6,0.031
Jantel Lavender,LAS,C,32,553,13.5,0.524,0.075,0.122,8.1,11.2,8.8,0.8,0.8,15.1,22.1,0.3,0.9,1.1,0.08
Noelle Quinn,SEA,G,32,504,10.3,0.597,0.629,0.339,0.3,6.4,25.1,1.3,0.8,29.6,9.4,0.7,0.2,0.9,0.075
Nayo Raincock-Ekunwe,NYL,F,32,295,13.2,0.563,0.051,0.782,11.3,11,4.6,0.9,0.3,14,18.3,0.6,0.4,1,0.135
Danielle Robinson,PHO,G,32,752,11.7,0.501,0.036,0.339,2.3,7.5,24.5,2.4,0.5,21.7,17,0.1,0.9,1.1,0.056
Jasmine Thomas,CON,G,32,902,17.2,0.517,0.33,0.18,1.6,4.7,24.9,2.8,0.3,14.8,24.4,1.2,1.3,2.5,0.113
Imani McGee-Stafford,TOT,C,32,430,12.2,0.488,0.024,0.187,12.4,16.8,5,1,4.2,15.3,16.1,0.1,0.5,0.6,0.06
Matee Ajavon,ATL,G,31,250,5.8,0.403,0.053,0.513,3.9,8.7,19.1,2.2,0,23.1,21,-0.7,0.3,-0.4,-0.058
Alex Bentley,CON,G,31,735,10.9,0.458,0.3,0.179,0.6,3.5,18,1.7,0.4,8.7,18.1,0.6,0.8,1.4,0.077
Kelsey Plum,SAS,G,31,711,9.2,0.479,0.39,0.28,2,5.1,25.8,1.2,0.5,22.2,22.5,-0.6,0.2,-0.4,-0.024
Allie Quigley,CHI,G,31,1000,18.1,0.632,0.474,0.148,1.1,5.9,18.8,1.2,1.2,15.3,21,2.6,0.3,2.9,0.116
Odyssey Sims,LAS,G,31,752,16.7,0.527,0.229,0.277,2.5,5,22.6,3.1,0.6,13.4,20.1,1.4,1.5,2.9,0.153
Diana Taurasi,PHO,G,31,883,19,0.579,0.595,0.324,1.4,6.3,18.2,0.9,0.9,11.4,27.8,2.7,0.7,3.3,0.151
Rachel Banham,CON,G,30,283,7.6,0.446,0.564,0.198,0.8,6.8,11.3,0.7,0,9.9,18.4,0,0.3,0.3,0.036
Sue Bird,SEA,G,30,901,16.5,0.551,0.547,0.113,1,4.1,35.9,2.1,0.3,17.7,18.2,2,0.4,2.4,0.105
Rebekkah Brunson,MIN,F,30,807,15.4,0.54,0.272,0.37,8,15.2,8.1,2.1,1.3,14.5,18.2,1.3,2.2,3.5,0.171
Kayla McBride,SAS,G,30,995,15.5,0.528,0.418,0.354,1.7,7.6,14,1.8,0.4,11.7,22.4,1.7,0.7,2.4,0.096
Erica McCall,IND,F,30,322,7.9,0.443,0.03,0.218,7.5,13.6,2.7,0.7,2.3,15.3,18.9,-0.5,0.1,-0.4,-0.051
Carolyn Swords,SEA,C,30,261,6.5,0.595,0,0.4,5.6,10.9,5.5,1,1.8,27.9,16.1,-0.1,0.2,0.1,0.012
Alexis Jones,MIN,G,29,211,7.3,0.456,0.382,0.184,2.4,6.4,15.9,1.9,0,20.4,21.7,-0.2,0.4,0.2,0.034
Sancho Lyttle,ATL,F,29,820,11.4,0.468,0.043,0.156,6.5,14.4,9.1,2.8,1.8,16.1,12.5,0,1.6,1.6,0.078
Jeanette Pohlen-Mavunga,IND,G,29,374,8.3,0.55,0.494,0.291,1.3,4.8,8.7,1,0,16,13.2,0.2,-0.2,0.1,0.006
Cappie Pondexter,CHI,G,29,789,9.1,0.434,0.121,0.253,1.9,6.2,23.9,1.2,0.5,17,21.7,-0.8,0.2,-0.6,-0.031
Amanda Zahui B.,NYL,C,29,155,8.7,0.448,0.123,0.185,6.7,11.4,11.5,1.7,3.2,17.6,24.3,-0.2,0.3,0.1,0.025
Lindsay Allen,NYL,G,28,376,9,0.399,0.21,0.161,3.1,6.4,24.6,2.2,0.2,22.2,10,0,0.6,0.6,0.067
Sydney Colson,SAS,G,28,326,6.7,0.402,0.114,0.364,1.1,2.8,27.7,2.2,0.5,20.9,17.8,-0.5,0.2,-0.3,-0.039
Jazmon Gwathmey,IND,G,28,478,7.8,0.448,0.32,0.279,4,7.3,7.7,1.5,3.8,15.7,22.3,-0.9,0.1,-0.7,-0.061
Epiphanny Prince,NYL,G,28,751,18.1,0.518,0.332,0.284,4.9,7.7,18.7,2.4,0.8,9.7,21.2,2,1.3,3.3,0.178
Kia Vaughn,NYL,C,28,549,13.9,0.545,0,0.174,11.3,14.2,6.1,1.1,1.6,13.4,13.8,0.9,1,1.9,0.137
Sydney Wiese,LAS,G,28,222,9.5,0.504,0.583,0.133,1.8,6.3,5.3,1.2,1.2,3.1,13.6,0.2,0.3,0.6,0.104
Jordan Hooper,TOT,F,28,299,10.5,0.526,0.758,0.061,1.1,6.9,4.7,1.5,0.2,8.1,16.2,0.2,0.2,0.4,0.049
Nia Coffey,SAS,F,27,210,3.1,0.349,0.068,0.373,9.8,14.5,4.6,1.2,2.4,18.9,18.1,-0.6,0.2,-0.4,-0.078
Erika de Souza,SAS,F-C,27,338,11.1,0.497,0,0.064,10,12.6,10,1.2,2.4,19.2,15.9,0,0.3,0.3,0.03
Amber Harris,CHI,F,27,159,10.2,0.417,0.229,0.167,9.2,15.3,4.7,0.9,4.1,12,16.3,-0.1,0.2,0,0.008
Sequoia Holmes,SAS,G,27,306,9.5,0.433,0.5,0.135,5.1,5,13.3,2.2,1.6,10.6,16.7,0,0.2,0.2,0.02
Tiffany Mitchell,IND,G,27,671,13,0.49,0.29,0.429,2.9,8.1,10.1,2.4,0.6,12.4,22.4,0.2,0.2,0.4,0.025
Courtney Vandersloot,CHI,G,27,817,18.6,0.594,0.276,0.146,2.4,7.2,41.9,2,0.5,23.4,18.5,2.1,0.5,2.5,0.124
Shatori Walker-Kimbrough,WAS,G,27,336,11,0.513,0.34,0.423,2.4,5.1,6,2.3,0.9,12.9,17.6,0.3,0.3,0.5,0.062
Brittney Griner,PHO,C,26,820,28.7,0.642,0,0.532,6.7,14.6,13.1,1.1,6.3,12.6,28,3.9,1.5,5.4,0.262
Tiffany Jackson-Jones,LAS,F,26,149,4.1,0.491,0.038,0.308,7.3,13.3,2.9,0.7,1.7,28.9,12.9,-0.2,0.3,0.1,0.016
Kayla Pedersen,CON,F,26,266,7,0.447,0.029,0.486,9.7,12.6,7.4,1.3,0.6,19.1,8.4,0.2,0.4,0.5,0.079
Shay Murphy,TOT,G,26,253,9.2,0.483,0.571,0.19,5.7,9.1,11,2,0.3,14.9,14.3,0.1,0.2,0.3,0.049
Elena Delle Donne,WAS,G-F,25,758,28.5,0.636,0.264,0.463,5.9,12.7,10.9,1.4,3.7,8.9,25.2,4.4,1,5.4,0.287
Briann January,IND,G,25,657,12,0.504,0.278,0.346,2.2,3.6,25.8,1.8,0.5,18.3,20.5,0.2,-0.1,0.1,0.006
Essence Carson,LAS,F-G,24,464,9.4,0.498,0.346,0.231,3.2,5.5,9,1.7,1.5,13.6,13.2,0.2,0.7,1,0.084
Natasha Cloud,WAS,G,24,448,9.5,0.408,0.432,0.229,1.8,7.5,24.7,2,0.5,15,15.3,0,0.4,0.4,0.031
Asia Taylor,WAS,G,24,160,11.4,0.437,0.05,0.65,12.8,15.6,9,2.3,1,17.6,17.5,0,0.2,0.2,0.054
Brionna Jones,CON,C,23,147,19.4,0.653,0,0.6,12.2,14.7,3.1,3,1.1,15.1,17.3,0.6,0.3,0.8,0.231
Emma Meesseman,WAS,C,23,653,20.9,0.54,0.157,0.164,7,11.5,19.6,1.8,4.1,11.8,23.4,1.6,0.9,2.5,0.154
Cheyenne Parker,CHI,F,23,286,12.7,0.513,0.043,0.522,13.3,15.8,6.7,1.4,3.8,19.8,16.4,0.1,0.3,0.4,0.062
Riquna Williams,LAS,G,23,408,7.9,0.464,0.529,0.314,2,5,5.8,2.4,0.6,14,21,-0.4,0.7,0.3,0.031
Morgan Tuck,CON,F,22,366,6.5,0.433,0.299,0.165,3.4,7.6,8,1.1,0,13.9,18.5,-0.4,0.4,0,0.001
Lindsay Whalen,MIN,G,22,520,12.4,0.524,0.222,0.235,1.9,6.3,25.6,1.1,0.3,20.7,18.2,0.6,0.9,1.5,0.113
Temi Fagbenle,MIN,F,21,89,9.5,0.569,0,0.5,7.1,14.4,1.6,1.7,3.7,26.7,15,0,0.2,0.2,0.099
Moriah Jefferson,SAS,G,21,514,16.9,0.572,0.129,0.174,1.4,4.4,33.1,3.3,0.3,20.5,18.4,0.8,0.5,1.3,0.1
Lynetta Kizer,CON,F,20,238,18.4,0.526,0.01,0.3,10.3,13.6,4.2,2.3,2.3,8.1,22.2,0.6,0.4,1,0.169
Courtney Paris,DAL,C,20,273,13,0.56,0,0.235,13.3,15.9,9,1.3,3.1,20.2,14.5,0.4,0.1,0.5,0.072
Danielle Adams,CON,F-C,19,83,14.1,0.519,0.689,0.111,9.4,7.5,7.8,2.4,3.7,12.9,28,0.1,0.1,0.2,0.12
Keisha Hampton,CHI,F,19,148,13.8,0.569,0.621,0.103,5,4.7,6.4,1.7,1.5,7.6,19.6,0.3,0,0.3,0.094
Tayler Hill,WAS,G,18,462,17,0.531,0.466,0.419,1.2,4.2,18.3,1.8,0.2,10.3,24.5,1.3,0.2,1.5,0.13
Kaleena Mosqueda-Lewis,SEA,F,18,199,10.4,0.57,0.5,0.162,2.7,6.5,7.7,1,0.4,17.1,20.7,0.1,0.1,0.1,0.023
Alexis Prince,PHO,G,18,130,8.7,0.418,0.39,0.049,0.9,8.4,9,1.6,2.4,6.7,15.7,-0.1,0.2,0.1,0.023
Makayla Epps,CHI,G,17,64,-2.3,0.25,0.278,0.5,3.8,2.7,12.6,1.6,0,18.5,18.6,-0.3,0,-0.3,-0.207
Alexis Peterson,SEA,G,17,121,3.7,0.375,0.273,0.136,3.3,10.8,18.1,2.1,0,21.8,23.1,-0.5,0.1,-0.3,-0.112
Evelyn Akhator,DAL,F,15,61,3.3,0.349,0,0.375,12.6,8.7,0,0.8,3.8,21.2,16.3,-0.2,0,-0.2,-0.107
Angel Robinson,PHO,F-C,15,237,9.8,0.616,0.023,0.159,8.2,14.8,5.6,0.2,3.7,25.4,12.1,0.2,0.3,0.5,0.078
Shenise Johnson,IND,G,14,348,19.8,0.546,0.236,0.315,4.5,8.8,18.5,3.2,1,11.1,21.7,0.8,0.2,1.1,0.122
Jennie Simms,TOT,G,14,104,8,0.38,0.36,0.48,6.6,9.1,11.7,2,1.5,16.5,15.9,-0.1,0.1,-0.1,-0.029
Breanna Lewis,DAL,C,13,52,-10.3,0.254,0,0.333,4.2,10.2,5.7,0,0,33.7,16.8,-0.3,0,-0.3,-0.261
Jennifer Hamson,IND,C,12,86,17.2,0.617,0,0.389,8.4,18.5,4,0.6,10.6,19.2,14.1,0.1,0.1,0.3,0.118
Aerial Powers,DAL,F,12,244,15.3,0.47,0.356,0.373,7.6,12,13.5,1,1.9,11.6,26.8,0.2,0,0.3,0.044
Allison Hightower,WAS,G,11,145,12.1,0.423,0.259,0.138,3.1,5.5,14.8,2.9,0,6.1,20.3,0,0.1,0.2,0.044
Meighan Simmons,ATL,G,11,42,1.3,0.351,0.583,0.292,2.6,6.8,4.2,0,1.9,10,31.1,-0.2,0,-0.2,-0.169
Maimouna Diarra,LAS,C,10,20,5.1,0.255,0,0.4,27,35,6.8,5.2,0,33.8,20.5,-0.1,0.1,0,-0.04
Bashaara Graves,CHI,F,10,92,10.5,0.518,0,0.318,8,14.5,8.1,1.1,0.8,19.3,14.9,0,0.1,0.1,0.035
Cierra Burdick,TOT,F,10,86,12.6,0.705,0.091,0,5.5,8.2,19.5,1.2,1,26.7,15.5,0.1,0.1,0.2,0.104
Brianna Kiesel,ATL,G,9,75,6.3,0.361,0.6,0.667,0,3,17.8,2,1.1,4.9,11.8,0,0.1,0.1,0.034
Sandrine Gruda,LAS,F-C,7,28,-7,0.364,0,0,4.8,9.1,0,0,0,31.3,26.4,-0.2,0,-0.2,-0.283
Rachel Hollivay,ATL,C,7,34,11.6,0.654,0,0.333,9.6,15.1,0,0,4.8,12.7,10.1,0.1,0,0.1,0.133
Lanay Montgomery,SEA,C,7,28,6.6,0.429,0,0,0,11.1,0,1.9,11.4,22.2,15.1,-0.1,0.1,0,-0.045
Aneika Henry-Morello,ATL,F-C,6,31,15.6,0.857,0,0,3.5,11.1,12.4,3.2,0,30,14,0.1,0.1,0.1,0.14
Ify Ibekwe,LAS,F,6,23,-4.9,0.258,0.222,0.667,11.7,13.9,0,2.2,0,14.7,27.4,-0.2,0,-0.1,-0.209
Adut Bulgak,CHI,C,5,61,12.6,0.455,0.136,0.227,8,19,0,4.1,2.4,11,19.7,-0.1,0.1,0.1,0.056
Nadia Colhado,IND,C,5,13,2.5,1,0,0,9.2,9.8,0,0,6.4,50,7.1,0,0,0,0.013
Darxia Morris,ATL,G,5,21,-10.2,0.417,0.167,0,0,8.2,7.7,0,0,50,24.8,-0.2,0,-0.2,-0.379
Sophie Brunner,TOT,,4,15,-4.9,0,0,0,8.1,16.2,0,0,0,50,6,0,0,0,-0.095
Haley Peters,TOT,F,4,43,-1.7,0.5,0.667,0,0,4.2,3.8,0,0,30.8,13.6,-0.1,0,-0.1,-0.107
Cecilia Zandalasini,MIN,F,3,19,-8.9,0.25,0,0,0,3.2,0,0,0,33.3,14,-0.1,0,-0.1,-0.19
Chelsea Hopkins,TOT,G,3,9,-4.4,0,0,0,0,0,0,0,0,0,4.8,0,0,0,-0.115
Ameryst Alston,NYL,,2,3,29.8,0.5,0,0,38.2,38,83.8,0,0,33.3,44.2,0,0,0,0.035
Brittany Boyd,NYL,G,2,32,39.7,0.655,0.067,0.733,10.8,14.2,34.7,4.9,0,9.2,30.2,0.3,0.1,0.4,0.469
Feyonda Fitzgerald,CON,,2,8,1.3,0,0,0,27.9,28.4,15.5,0,0,33.3,16.1,0,0,0,-0.191
