Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Jennifer Lacy,TUL,F,26,573,10.8,0.518,0.551,0.187,4.8,7.2,7.1,1.4,1.4,14.4,19.4,0.4,-0.2,0.2,0.017
Alex Montgomery,NYL,G-F,26,210,13.3,0.465,0.359,0.172,9.6,13.5,8.8,3.8,0.8,16.9,17.7,0.1,0.3,0.4,0.076
Plenette Pierson,NYL,F,26,641,19.5,0.523,0.069,0.317,8.9,13,18.3,1.6,3,17,25.1,1.1,0.7,1.8,0.114
Epiphanny Prince,CHI,G,26,780,24.7,0.584,0.408,0.307,3.9,7.3,21.1,3.2,0.8,11.4,26.3,4,1.2,5.2,0.268
Erin Thorn,MIN,G,26,195,11.3,0.524,0.723,0.128,3.2,7.2,17.3,1.1,0,20.8,14.1,0.3,0.2,0.5,0.096
Sylvia Fowles,CHI,C,25,778,27.5,0.667,0,0.541,15.1,21,5.5,2.2,3.4,14.8,20.7,3.8,1.7,5.5,0.285
Ann Wauters,SEA,C,25,574,16.9,0.579,0.109,0.311,7.7,15.6,13.3,1.3,2.6,21.5,22.2,0.5,1.3,1.8,0.128
Amber Holt,TUL,F,24,456,10.6,0.496,0.366,0.119,2.4,6,11.1,1.2,0,10.2,15.3,0.5,-0.2,0.2,0.018
Angel McCoughtry,ATL,F-G,24,718,26,0.548,0.21,0.417,8.2,9.7,20.1,4.2,3,16.9,34.1,1.8,1.8,3.6,0.201
Alysha Clark,SEA,F,23,238,12,0.653,0.377,0.321,7.4,12.1,5.7,1.1,0.4,23.9,16,0.3,0.4,0.7,0.112
Laurie Koehn,ATL,G,23,112,8.8,0.5,0.951,0,2.1,5.2,4.5,0.9,0,12.8,18.3,0,0.1,0.1,0.047
Lynetta Kizer,TOT,F,22,300,13.9,0.486,0.052,0.267,11.5,12.4,4.8,1.7,0.5,12.8,21.1,0.4,-0.1,0.3,0.042
Kelley Cain,NYL,C,20,136,6.8,0.504,0,0.611,9.6,13,2.3,0.8,2.4,30.5,10.8,-0.1,0.1,0,0.005
Ebony Hoffman,LAS,F,20,208,8.3,0.434,0.365,0.192,7.5,11.5,6.3,3.2,0.4,18.7,14.4,-0.1,0.4,0.3,0.059
Asjha Jones,CON,F,20,558,15.7,0.494,0.052,0.17,10.1,14.7,12.7,1.7,1.6,17.2,23.4,0.4,1,1.3,0.096
Natasha Lacy,WAS,G,20,259,10.2,0.433,0.259,0.222,4.7,10.2,18.1,2.7,1.6,20.6,19.9,-0.3,0.2,-0.1,-0.017
Svetlana Abrosimova,SEA,F,19,329,6.9,0.401,0.367,0.245,4.5,10.4,17.6,3.3,0.8,26.9,21.7,-1.2,0.8,-0.4,-0.054
Jessica Adair,MIN,C,19,168,6.4,0.439,0,0.946,8.2,14,4.9,0.9,2,21.1,17.3,-0.1,0.3,0.1,0.029
Alexis Gray-Lawson,PHO,G,19,318,5.5,0.375,0.373,0.255,4.7,6.5,12.5,1.1,0.7,13.7,17.5,-0.3,-0.2,-0.6,-0.07
Yelena Leuchanka,ATL,C,19,260,5.4,0.419,0.016,0.222,7.2,11.7,7.3,1.8,2.8,28.8,16.3,-0.7,0.5,-0.1,-0.022
Ticha Penicheiro,CHI,G,19,242,3.3,0.425,0.441,0.324,1,6.2,25.2,1.7,1.1,49.5,14.3,-0.9,0.3,-0.6,-0.095
Jessica Moore,TOT,F-C,16,108,4.4,0.534,0,0.6,8.6,9.2,2.7,0,0,26.3,13.9,0,0.1,0,0.014
Erika de Souza,ATL,F-C,15,449,18.5,0.54,0,0.152,12.5,16.1,9.7,2.3,4.1,16.1,18.6,0.7,1.1,1.8,0.163
Tangela Smith,SAS,C,15,150,9.3,0.496,0.389,0.083,2.3,6.7,13.4,0.7,1.7,15.8,13.4,0.1,0.1,0.2,0.05
Candice Dupree,PHO,F,13,345,17,0.527,0.007,0.252,5,9.8,10.6,1.2,1.6,14.2,23.3,0.5,-0.1,0.5,0.053
Iziane Castro Marques,WAS,F-G,11,132,1.8,0.303,0.113,0.132,3.7,5.7,11.2,1.2,0,12.5,22.3,-0.5,0,-0.6,-0.168
Briana Gilbreath-Butler,PHO,G,11,258,10.4,0.485,0.521,0.268,5.8,8.5,8,1,1.5,15,15.3,0.2,-0.1,0.1,0.014
Kelly Miller,NYL,G,11,82,-4.6,0.221,0.458,0.083,1.5,5.8,11,1.9,0,26.6,18.5,-0.5,0,-0.5,-0.234
Andrea Riley,TOT,G,11,99,1.7,0.309,0.515,0.515,0,5,24.1,1.5,0.8,24.3,22.9,-0.5,0,-0.5,-0.196
Nicky Anosike,LAS,F-C,10,57,6.5,0.47,0,0.75,0,12,11.8,2.7,2.8,36.1,12.6,-0.1,0.1,0,0.029
Coco Miller,LAS,G,10,141,4.3,0.343,0.162,0.054,7.6,10.9,11.2,0.7,0,25.6,15.6,-0.3,0.1,-0.2,-0.063
Lauren Jackson,SEA,F-C,9,167,17.9,0.505,0.363,0.313,5.6,18.3,2.8,1.3,3.5,11.7,29.6,0,0.5,0.5,0.11
Jene Morris,TUL,G,9,82,7.9,0.504,0.563,0.125,6.7,6.7,4,3.8,0,19.2,11.3,0,0,0,0.015
Jenna O'Hea,LAS,F,8,144,13.8,0.677,0.56,0.28,6.6,7.9,16.2,1.1,0.5,17.6,10.2,0.5,0.1,0.6,0.168
Dymond Simon,PHO,G,8,97,2.8,0.327,0.356,0.044,1.1,6.8,28.8,2.1,0,23.4,26.1,-0.5,0,-0.5,-0.212
Diana Taurasi,PHO,G,8,166,23.4,0.614,0.551,0.385,0.6,4.3,23.2,1.2,1.9,13.3,26.8,0.9,-0.1,0.8,0.198
Katelan Redmon,NYL,G-F,7,42,1.2,0.235,0.071,0.143,14.2,11.2,7.4,3.8,0,16.8,19.1,-0.2,0,-0.1,-0.134
Dominique Canty,WAS,G,6,72,-0.6,0.31,0.13,0.435,5.1,7,14.8,1.5,0,22.6,22.6,-0.4,0,-0.4,-0.208
Victoria Dunlap,SEA,F,5,28,15.6,0.451,0.1,1,33.7,24.1,6.7,0,0,17.2,29.8,0,0,0.1,0.103
Dawn Evans,LAS,G,3,15,-1.3,0.2,0.8,0,0,0,28.2,3.4,0,28.6,20.1,-0.1,0,-0.1,-0.212
Chay Shegog,CON,C,3,9,4.7,0.387,0,0.667,12.7,12.9,0,5.7,0,20.5,23.9,0,0,0,-0.025
Zane Tamane,PHO,C,2,15,-8.6,0,0,0,7.1,11,0,0,0,50,11.3,-0.1,0,-0.1,-0.322
Sydney Carter,CHI,G,1,9,3.8,0.333,0.333,0,0,0,0,5.9,0,14.3,35,-0.1,0,0,-0.211
Julie Wojta,MIN,G-F,1,4,-28.6,0,0.5,0,31.5,29.4,0,0,0,33.3,32.9,-0.1,0,-0.1,-0.637
