Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Shyra Ely-Gash,IND,F,33,355,6.4,0.423,0.22,0.266,6.8,12.7,4.4,0.9,1.4,17,19.3,-0.5,0.4,-0.1,-0.007
Kalana Greene,CON,G,33,781,11.1,0.498,0.277,0.271,3.7,9.1,9.8,2,1.2,13.5,12.2,0.7,1.3,2,0.102
Becky Hammon,SAS,G,33,1050,19.7,0.586,0.483,0.278,0.5,5.4,33.9,2.4,0.5,21,25,2.1,1.5,3.7,0.14
Cathrine Kraayeveld,CHI,F,33,681,11.3,0.562,0.76,0.09,4.4,7.7,10.2,1.6,0.9,18,14.1,0.8,0.8,1.5,0.09
Jantel Lavender,LAS,C,33,487,16.1,0.532,0,0.245,9,12.9,6,0.7,2,12.1,22.3,0.8,0.1,0.9,0.073
Kara Lawson,CON,G,33,832,17.6,0.613,0.518,0.296,1.6,5.9,19.4,1.4,0.1,14.1,17.3,2.8,1,3.8,0.183
Camille Little,SEA,F,33,887,13.7,0.506,0.079,0.299,7.1,12.6,11.9,2.8,2,19.3,21.1,0.1,2,2.1,0.097
Angel McCoughtry,ATL,F-G,33,921,26,0.523,0.13,0.518,6.5,10.7,17.1,3.8,2.6,13.3,35.5,2.8,1.9,4.7,0.206
Kayla Pedersen,TUL,F,33,784,11.9,0.505,0.342,0.271,3.8,9.7,14.2,2.4,1.2,15.9,15.4,0.6,0.2,0.8,0.041
Plenette Pierson,NYL,F,33,945,18,0.527,0.028,0.271,7.8,11.3,8.7,2.1,2.8,13.3,22.3,2,1.5,3.5,0.149
Nicole Powell,NYL,F,33,935,13.8,0.528,0.531,0.111,4.1,9.3,13.5,2.5,0.9,17.7,17.7,1.1,1.5,2.6,0.113
Noelle Quinn,LAS,G,33,681,10.8,0.487,0.354,0.134,2,5.3,15.6,1.7,0.2,12.1,13.6,0.8,-0.1,0.6,0.038
Andrea Riley,TUL,G,33,626,5.9,0.436,0.549,0.27,1,3.8,17.9,2.7,0.4,22.7,21.5,-1.4,0,-1.4,-0.091
Nakia Sanford,PHO,C-F,33,476,11.4,0.564,0,0.632,12.8,16.8,3.7,0.7,1.1,19.3,13.7,0.9,0.2,1.1,0.093
Tangela Smith,IND,C,33,711,11,0.472,0.397,0.143,4.8,8.9,12.3,1.7,1.9,14.3,19.3,0.3,0.9,1.2,0.066
Sheryl Swoopes,TUL,F-G,33,879,12.5,0.494,0.358,0.181,2.9,9.8,17.1,1.5,0.8,14.1,16.6,0.7,0,0.7,0.031
Tanisha Wright,SEA,G,33,953,13.6,0.597,0.204,0.363,3.6,7.2,19.1,2.3,0.1,24.4,18.6,1.4,1.5,2.9,0.123
Sophia Young-Malcolm,SAS,F,33,1043,16.7,0.465,0.015,0.393,5.3,12,13.4,3.3,1.2,9.8,23,0.5,2.4,2.8,0.108
Tamera Young,CHI,F,33,792,10.2,0.475,0.029,0.317,6.5,9.5,9.7,2.4,0.9,18.5,19.2,-0.3,1.2,0.9,0.048
Shavonte Zellous,IND,G,33,463,15.7,0.557,0.262,0.569,5.8,10.7,17.3,1.4,2.7,16.4,19.6,1.2,0.6,1.9,0.16
Essence Carson,NYL,F-G,32,725,18.9,0.511,0.195,0.252,5.1,7.7,13.6,2.8,2.4,11.5,24.9,1.6,1.2,2.7,0.151
Erika de Souza,ATL,F-C,32,877,17.7,0.515,0.003,0.16,10.7,15.6,6,2.1,3.7,13.4,20.2,1.2,1.7,2.9,0.132
Scholanda Dorrell,SAS,G,32,518,7.7,0.439,0.342,0.284,2,5.6,3.8,2.3,1.1,9.8,17.2,-0.4,0.7,0.3,0.023
Katie Douglas,IND,G-F,32,940,19.5,0.574,0.42,0.196,4.2,8.3,19,2.3,0.7,14.4,22.5,2.6,1.2,3.8,0.164
Diana Taurasi,PHO,G,32,965,23.8,0.62,0.443,0.467,1.6,6.1,21.2,1.2,1.6,14.7,29.4,5,0.1,5.1,0.212
Kristi Toliver,LAS,G,32,754,15.9,0.555,0.44,0.181,3,4.9,22.9,1.5,0,17,24.1,1.6,-0.3,1.3,0.069
Jessica Adair,MIN,C,31,321,16.9,0.53,0,0.476,16.2,16.8,4.9,1.3,5,17.8,21.1,0.6,0.6,1.2,0.154
Jayne Appel-Marinelli,SAS,C,31,452,12.8,0.495,0.034,0.281,10.2,18.5,9,1.9,3.6,18.7,12.6,0.3,1.1,1.4,0.128
Shannon Bobbitt,IND,G,31,439,11.3,0.476,0.383,0.261,3.5,5.8,20.8,3.7,0,22.4,17.6,0,0.6,0.6,0.058
Quanitra Hollingsworth,NYL,C,31,524,11.2,0.57,0,0.515,12.3,16.2,3,1.6,1.7,25.8,14.7,0.4,0.9,1.2,0.093
Crystal Langhorne,WAS,F,31,1063,21.6,0.572,0.019,0.358,10.6,13.8,11.3,2,1.1,17.2,25.3,2.8,0.5,3.2,0.122
Coco Miller,ATL,G,31,538,11.8,0.476,0.203,0.167,4.6,6.3,13.1,1.6,0.1,11.5,20.9,0.4,0.4,0.9,0.064
Jenna O'Hea,LAS,F,31,507,11.6,0.59,0.558,0.248,3.7,5.7,13,1.3,0.8,17.2,14,1,-0.2,0.8,0.067
Erin Phillips,IND,G,31,689,16.9,0.586,0.31,0.365,3,7.9,19.4,2.3,0,16.4,18.6,1.9,0.9,2.8,0.163
Porsha Phillips,SAS,F,31,258,8.7,0.408,0,0.322,8.1,13.3,5.6,1,3.7,11.8,13.7,-0.1,0.4,0.3,0.052
Kara Braxton,TOT,C-F,31,522,16.3,0.536,0.054,0.256,10.7,14.6,11.7,1.9,3,18.4,23.3,0.5,0.6,1.1,0.085
Karima Christmas-Kelly,TOT,G-F,31,308,8.8,0.472,0.455,0.489,7.7,7.6,4.3,2.4,1,19,19.5,-0.1,0,-0.1,-0.016
Sandora Irvin,ATL,F,30,248,9.5,0.398,0.085,0.339,14.6,17.5,8,1.2,4.6,19.1,14.1,-0.1,0.4,0.4,0.058
Temeka Johnson,PHO,G,30,717,11.8,0.534,0.382,0.129,1.5,4.9,27.5,1.7,0.5,24.1,14.3,0.9,0,1,0.053
Alex Montgomery,NYL,G-F,30,271,9.1,0.405,0.212,0.2,6.6,12.3,12.4,2,2.3,17,18.6,-0.2,0.5,0.2,0.033
DeMya Walker,TOT,F,30,489,8.4,0.453,0.021,0.34,10.9,12,9.5,1.1,1.1,21.4,19.5,-0.3,0.1,-0.2,-0.018
Alexis Hornbuckle,MIN,G,29,208,4.2,0.459,0.531,0.125,3.5,9.5,10.5,2.5,1.3,38.3,11.8,-0.4,0.4,0,0.001
Natasha Lacy,LAS,G,29,394,15.2,0.468,0.09,0.376,6,9.9,21.7,3.8,1.8,18.4,22.6,0,0.4,0.4,0.039
Jessica Moore,CON,F-C,29,199,6.6,0.501,0,0.45,5.6,6.5,3.9,1.3,0.8,22.6,13.8,-0.1,0.2,0.1,0.029
Ketia Swanier,PHO,G,29,429,5.9,0.447,0.532,0.203,1.7,7.5,21.7,2.7,0.2,36.8,13.8,-0.7,0.2,-0.5,-0.042
Carolyn Swords,CHI,C,29,218,15.3,0.606,0,0.453,9.8,14.2,7.4,1.2,2.5,20.1,16.5,0.5,0.3,0.8,0.148
Penny Taylor,PHO,F,29,864,25.5,0.642,0.349,0.396,4,9.5,26.8,2.8,1,14.7,22.2,4.7,0.7,5.4,0.249
Lindsay Wisdom-Hylton,CHI,F,29,234,9.3,0.425,0.019,0.151,9.7,14,12.9,2.5,4.7,27.1,15,-0.3,0.5,0.2,0.031
Monica Wright,MIN,G,29,393,11.9,0.462,0.193,0.343,1.8,7.2,12,3.1,1.1,14.8,21.5,0.1,0.8,0.9,0.087
Kerri Gardin,WAS,F,28,391,6.3,0.3,0.136,0.492,6.6,11.9,11.5,3.3,2.6,26.6,11.3,-0.9,0.4,-0.5,-0.046
Roneeka Hodges,SAS,G,28,273,16,0.598,0.899,0.056,1.3,7.6,8.9,0.9,0.6,4.2,16.1,0.8,0.3,1.1,0.158
Courtney Paris,ATL,C,28,269,17.6,0.53,0.013,0.403,15.9,18.7,5.8,1.5,3.1,8.1,15.3,0.8,0.5,1.2,0.185
Alexis Gray-Lawson,PHO,G,27,308,10.3,0.546,0.518,0.337,2,3.8,17.1,1,0,18.1,16.4,0.5,-0.1,0.4,0.05
Amber Harris,MIN,F,27,278,12,0.46,0,0.373,10.4,12.9,5.9,0.6,3.5,11.9,17.6,0.3,0.4,0.8,0.109
Charde Houston,MIN,F,27,210,8.5,0.426,0.271,0.141,5.7,13.4,10.4,2.3,0.9,18.9,23.7,-0.3,0.4,0.1,0.019
Victoria Dunlap,WAS,F,26,219,13.7,0.458,0.035,0.298,9.1,12.2,9.6,4.4,1.8,18.9,16.5,-0.1,0.3,0.2,0.039
Amber Holt,TUL,F,26,666,8,0.397,0.347,0.208,5.1,7.6,17.6,1.4,0.4,13.4,17.4,-0.4,-0.2,-0.7,-0.039
Allison Hightower,CON,G,25,231,6.9,0.416,0.321,0.214,1.9,3.9,8.7,2.5,0.3,10.3,13.1,0,0.3,0.3,0.045
Ivory Latta,TUL,G,24,684,12.8,0.511,0.365,0.177,1.8,4.4,24.4,2.2,0.2,19.4,23.7,0,-0.2,-0.1,-0.008
Sidney Spencer,TOT,G,24,178,11.1,0.531,0.32,0.08,2.7,6.2,9.7,0,0,3.7,13.5,0.5,0,0.5,0.107
Danielle Adams,SAS,F-C,23,480,20.2,0.547,0.435,0.309,8.4,12,5.4,1.3,2.5,9.4,27.7,1.2,0.8,1.9,0.159
Dominique Canty,CHI,G,22,331,4.5,0.361,0.064,0.3,3,5,23.3,1.6,0.5,20.4,21.4,-0.9,0.3,-0.6,-0.076
Sancho Lyttle,ATL,F,22,577,17.6,0.491,0.035,0.274,8,13.7,12.9,4.4,1.6,16.3,19.4,0.5,1.4,1.8,0.128
Belinda Snell,SEA,G,21,134,10.1,0.608,0.75,0.464,3.1,7.3,9.1,1.2,1.2,21.1,15.4,0.2,0.2,0.4,0.119
LaToya Sanders,LAS,F,20,222,15.8,0.576,0.018,0.491,10.2,12.9,3.8,1.2,4.7,15.2,16.6,0.5,0.1,0.6,0.117
Ewelina Kobryn,SEA,C,18,123,7.8,0.415,0.233,0.1,5.6,11.6,8.6,2.2,4,20.3,15.4,-0.2,0.3,0.1,0.035
Shalee Lehning,ATL,G,18,218,7.8,0.581,0.333,0.481,2.1,6.3,25.8,1.8,0.7,45.2,11.4,-0.2,0.2,0,0.009
Candace Parker,LAS,F,17,555,26.7,0.592,0.189,0.383,4.7,16.1,17.1,2,3.9,11.1,25.2,2.3,0.7,3,0.217
Sydney Colson,NYL,G,16,86,2.6,0.486,0.35,0.3,0,4.3,17.9,2.5,2,42.9,20.8,-0.4,0.1,-0.3,-0.123
Abi Olajuwon,TUL,C,16,99,-0.3,0.298,0,0.077,3.7,7.7,3.7,0,1.6,15.7,14.7,-0.3,-0.1,-0.4,-0.159
Ta'Shia Phillips,TOT,C,15,72,12.4,0.542,0,0.8,18,16.4,2.1,0,3.3,12.9,14.7,0.2,0,0.2,0.104
Krystal Thomas,TOT,C,15,120,4,0.586,0,0.353,5.2,6.1,2.6,0.9,4.5,33.7,11,-0.1,0,-0.1,-0.025
Marion Jones,TUL,G,14,91,0.4,0.22,0.19,0.19,5.3,4.2,5.7,4.1,1.8,18,13.9,-0.4,0,-0.4,-0.157
Olayinka Sanni,PHO,F-C,14,73,0.4,0.624,0,0.4,6.7,8,0,2,1,42.4,18.2,-0.2,0,-0.2,-0.121
Lauren Jackson,SEA,F-C,13,322,17.5,0.517,0.336,0.321,4.7,12.9,2.5,2.2,2.8,10,25.4,0.5,0.8,1.3,0.157
Jessica Breland,TOT,F,13,75,12,0.419,0,0.087,4.8,11.5,8.7,1.4,8.1,11.2,16.2,0,0.2,0.1,0.079
Chastity Reed,TUL,F,11,145,2.2,0.391,0.022,0.13,1.7,9.2,10.9,1.1,0.6,19.8,19.1,-0.4,0,-0.5,-0.125
Briann January,IND,G,10,286,10.4,0.504,0.314,0.5,2.2,3,29.2,2.8,0,27.9,19.3,0,0.3,0.3,0.044
Shay Murphy,CHI,G,10,205,18.1,0.509,0.298,0.333,16,14.2,10,3.3,1.5,16.5,25.5,0.4,0.4,0.7,0.145
Betty Lennox,TUL,G,9,55,1.7,0.332,0.739,0.261,4.4,9.2,16.6,1.9,0,19,26.3,-0.3,0,-0.3,-0.189
Angie Bjorklund,CHI,F,7,43,-1.6,0.325,0.455,0.273,0,2.8,7.2,1.2,0,14,15.1,-0.1,0,-0.1,-0.067
Allie Quigley,SEA,G,7,14,13.7,0.34,0.2,0.4,9.8,18.6,12.2,3.9,5.9,14.5,23.7,0,0,0,0.047
Kelly Mazzante,ATL,G,6,34,-8.1,0.125,1,0,0,3.4,0,1.4,0,7.7,15.9,-0.2,0,-0.2,-0.232
Doneeka Lewis,TUL,G,5,101,4.8,0.36,0.605,0,3.6,6.9,27.6,2.1,0.8,23.2,25.3,-0.4,0,-0.4,-0.178
Felicia Chester,NYL,F,4,27,6.4,0.258,0,0.667,17.6,18.3,0,2,0,0,6.5,0,0,0,0.068
Monique Currie,WAS,F,4,77,23.2,0.559,0.229,0.457,10.7,13.7,11.7,4.9,0,19.2,30.7,0.2,0.1,0.3,0.155
Jacinta Monroe,TUL,F,4,21,-8.7,0,0,0,11.5,12.1,7.7,0,0,33.3,13,-0.1,0,-0.2,-0.315
Miranda Ayim,TUL,F,3,42,5,0.405,0,0.222,11.5,10.6,9.1,2.5,1.9,28.8,15.1,-0.1,0,-0.1,-0.094
Joy Cheek,WAS,F,3,16,-2.3,0.338,0.25,0.25,0,11.7,0,0,5,31.1,18.3,-0.1,0,-0.1,-0.199
Ify Ibekwe,SEA,F,3,8,-11.5,0,0,0,0,24.4,0,0,0,33.3,18.1,-0.1,0,-0.1,-0.372
