Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Camille Little,SEA,F,33,1017,14.8,0.553,0.245,0.408,5.2,9.3,10.3,1.8,1.1,17.2,22.5,1.1,0.8,1.9,0.076
Renee Montgomery,CON,G,33,536,13.4,0.49,0.507,0.191,1.1,2.8,25.5,2,0.3,16.3,22.1,0.7,0.3,1,0.074
Nneka Ogwumike,LAS,F,33,911,24.5,0.582,0.026,0.321,8.8,15.8,10.2,3.3,1.4,13.2,25.9,3.1,1.8,4.9,0.217
Erin Phillips,PHO,G,33,617,12.9,0.59,0.531,0.218,2.1,5.2,17.6,1.9,0.1,19.5,15.3,1.1,0.8,1.9,0.125
Plenette Pierson,NYL,F,33,573,14.5,0.552,0.017,0.523,6.2,10.6,12.2,1.3,0.5,17.5,21.1,1,0.7,1.7,0.116
Danielle Robinson,SAS,G,33,1091,17,0.525,0.019,0.283,2.4,6.5,28.4,2.7,0.4,16.3,20.7,2.3,0.6,2.9,0.108
Shekinna Stricklen,SEA,F-G,33,578,13.7,0.563,0.61,0.13,2.1,7.9,7.9,1.9,0.4,11.3,20.4,0.8,0.4,1.2,0.082
Diana Taurasi,PHO,G,33,1018,21.2,0.604,0.451,0.401,1.3,7.3,30.4,1.1,0.7,16.4,24.6,4.2,1.4,5.6,0.222
Penny Taylor,PHO,F,33,773,20.6,0.61,0.353,0.441,2.3,7.9,21.4,2.7,1.4,16.7,20.8,2.6,1.5,4.1,0.214
Kia Vaughn,WAS,C,33,795,15,0.473,0.007,0.139,9.3,15.4,9.7,2.1,1.4,13.1,21.1,0.4,1.7,2,0.103
Jessica Breland,CHI,F,32,849,16.1,0.491,0.01,0.184,9,14.9,13.1,1.8,5,18.1,20.8,0.1,1.5,1.6,0.076
Katie Douglas,CON,G-F,32,1040,12.8,0.5,0.476,0.282,2.7,6.1,11.3,1.5,1,14.5,20.5,1.3,0.8,2.1,0.08
Becky Hammon,SAS,G,32,784,14.3,0.566,0.541,0.161,0.4,3.5,28.8,0.9,0.4,18.5,17,1.7,-0.2,1.6,0.08
Anete Jekabsone-Zogota,PHO,G,32,341,4,0.429,0.505,0.103,0.8,3,13,0.8,0,19.1,17.3,-0.5,0.3,-0.2,-0.028
Noelle Quinn,SEA,G,32,483,12.1,0.462,0.256,0.207,3.8,11,16,1.9,0.5,12,15.3,0.3,0.4,0.8,0.063
Swin Cash,TOT,F,32,389,4.7,0.372,0.176,0.361,4.2,9,13.8,1.6,1,21.9,18.4,-1,0.5,-0.5,-0.05
Shameka Christon,SAS,G,31,338,9.8,0.497,0.757,0.14,3.1,7.3,3,1.1,0.9,6.6,16.8,0.3,0,0.4,0.046
Kelsey Griffin,CON,F,31,594,12.2,0.391,0.189,0.214,11,16,6.7,3.4,2,10.3,14.3,0.2,1.2,1.4,0.091
Lindsey Harding,LAS,G,31,705,8.5,0.39,0.105,0.2,2.4,4.8,21.3,2.4,0.1,16.5,17.8,-0.8,0.6,-0.1,-0.008
Briann January,IND,G,31,895,13.1,0.508,0.333,0.266,1.6,3.5,24.2,2.3,0.8,18.4,20,1.1,0.7,1.7,0.077
Lynetta Kizer,IND,F,31,280,11.1,0.45,0,0.171,12.6,17,1.5,1.7,2.4,15.9,26,-0.3,0.4,0.1,0.013
Angel McCoughtry,ATL,F-G,31,972,19.7,0.51,0.214,0.33,6.1,9.5,21.8,3.8,1,17.1,29.9,1.3,2.1,3.4,0.138
Chiney Ogwumike,CON,F,31,921,23.7,0.57,0,0.348,14.9,17.1,4.3,2,3.1,12.3,22.8,3.4,1.5,4.9,0.213
Kayla Pedersen,CON,F,31,310,6.5,0.439,0,0.5,8.4,13.9,4.8,1.2,1,23.8,9.5,-0.1,0.3,0.3,0.032
Damiris Dantas,MIN,F,30,655,13.9,0.562,0.007,0.36,8.9,13.8,8.2,1.2,1.3,13,13,1.5,0.8,2.3,0.139
Shenise Johnson,SAS,G,30,537,14.8,0.488,0.253,0.206,6.6,11.4,13.6,2.9,0.4,14.7,18.9,0.5,0.4,0.9,0.068
Maggie Lucas,IND,G,30,310,11.1,0.491,0.637,0.225,1.2,5.3,11.8,1.4,1.3,8.9,18.4,0.5,0.2,0.8,0.098
Candace Parker,LAS,F,30,995,26.1,0.55,0.134,0.338,3.5,13.3,24,2.8,3.3,12.8,28,3.2,2,5.2,0.211
Layshia Clarendon,IND,G,29,398,9.1,0.456,0.156,0.197,3.7,6.7,16,1.5,0,17.4,18.7,-0.1,0.2,0.1,0.014
Markeisha Gatling,CHI,C,29,319,12.5,0.669,0,0.31,8.8,12.5,0.6,0.5,3,19.9,14.4,0.6,0.3,0.9,0.115
Jenna O'Hea,SEA,F,29,389,13.5,0.577,0.615,0.085,4.8,6.5,14.8,1.7,1.9,16.5,18.4,0.6,0.2,0.8,0.086
Tanisha Wright,SEA,G,29,740,11.9,0.505,0.094,0.432,2.5,6.1,25.6,2,0.4,21.1,19.3,0.4,0.4,0.8,0.046
Celine Dumerc,ATL,G,28,527,8.4,0.42,0.547,0.379,3.4,6.1,30.8,2.9,0.3,34.4,13.7,-0.5,0.8,0.3,0.023
Angel Goodrich,TUL,G,28,181,5.7,0.535,0.083,0.292,1.2,3.3,19.2,2.3,0,42.5,11.4,-0.2,-0.1,-0.3,-0.066
Kara Lawson,WAS,G,28,610,12,0.501,0.473,0.17,2.2,7.9,20.1,0.7,0.1,15.2,17.6,0.8,0.6,1.4,0.092
Devereaux Peters,MIN,F,28,504,12.5,0.468,0,0.156,7.8,12.2,14.2,2.3,4.5,18.7,14.6,0.2,0.9,1.1,0.089
Avery Warley-Talbert,NYL,C,28,443,10.2,0.546,0,0.319,12.2,14,1.6,1.2,1.8,20.7,14,0.4,0.6,1,0.087
Shay Murphy,PHO,G,27,326,15.8,0.517,0.337,0.261,6.3,8.2,14.3,2.9,0.4,7.2,16,0.9,0.6,1.4,0.177
Kristi Toliver,LAS,G,27,770,16.6,0.565,0.45,0.196,1.3,4.6,23.9,2,0.1,14,19.5,2,0.6,2.6,0.136
Essence Carson,NYL,F-G,26,365,5.9,0.417,0.242,0.121,2.9,6.9,10.7,1.3,0.9,20,16.4,-0.6,0.4,-0.3,-0.028
Nicole Powell,SEA,F,26,339,5.6,0.384,0.754,0.13,4.7,9.2,3.5,3.3,0.7,13.1,12.2,-0.4,0.4,0,-0.001
Epiphanny Prince,CHI,G,26,840,18.7,0.518,0.305,0.402,2.3,5.3,21.2,3,1,10.9,23,2.2,0.9,3,0.143
Kelly Faris,CON,G,25,192,4.2,0.374,0.455,0.303,3.5,9,6.9,0.8,0.8,15.8,10.1,-0.1,0.1,0,0.007
Tricia Liston,MIN,F,25,181,11.6,0.567,0.667,0.133,2.1,9.2,6.5,0.3,1.3,5.9,12.9,0.4,0.1,0.5,0.114
Angel Robinson,SEA,F-C,25,179,11,0.608,0,0.25,8.1,13.3,7.5,1.8,3.6,30,17.5,0,0.2,0.2,0.043
Matee Ajavon,ATL,G,24,220,3.3,0.389,0.167,0.537,5.1,4.7,10.8,2.5,0.4,24.8,17.3,-0.5,0.3,-0.2,-0.041
Seimone Augustus,MIN,G,24,749,18.4,0.556,0.108,0.156,2.2,6.9,14.1,0.7,0.2,9.9,24.3,1.9,0.4,2.3,0.122
Shanece McKinney,NYL,C-F,24,164,10.8,0.453,0,0.632,12.9,12.2,7.3,0.6,1.9,11,15.3,0.2,0.2,0.3,0.077
Monica Wright,MIN,G,24,441,10.5,0.491,0.145,0.339,1.7,7,17.2,2,1.5,20.2,18.6,-0.1,0.5,0.5,0.042
Sydney Carter,IND,G,23,287,4,0.39,0.3,0.388,2.5,4.6,18.1,1.5,0.9,26.1,20.4,-0.8,0.2,-0.7,-0.096
Jia Perkins,SAS,G,23,520,22,0.555,0.393,0.157,2.5,6.2,14.4,3.5,0.8,7.8,25.2,1.6,0.4,2,0.157
Asia Taylor,MIN,G,22,173,10.1,0.593,0,0.6,8.8,10.3,8.8,1.2,0,24,17.7,0.2,0.1,0.4,0.083
Krystal Thomas,IND,C,21,176,13.1,0.536,0,0.424,10.4,16.9,8.2,1.2,7,23.5,13.5,0.1,0.3,0.4,0.094
Amanda Thompson,ATL,F,21,174,10.1,0.436,0,0.333,12.9,14.7,8.6,1.4,4.4,22.5,13.1,0,0.3,0.3,0.075
DeLisha Milton-Jones,TOT,F,21,343,9.3,0.447,0.099,0.207,3.8,8.4,10.8,1.4,2,14.8,20.7,-0.3,0.5,0.2,0.018
Sylvia Fowles,CHI,C,20,596,21,0.603,0,0.449,9.2,19.7,3.4,2.4,5.1,20.2,21.2,1,1.5,2.5,0.165
Kalana Greene,WAS,G,20,78,9.8,0.447,0.133,0.267,0,8.4,2.1,4.9,0,0,10,0.1,0.2,0.3,0.13
Ewelina Kobryn,PHO,C,20,137,3.9,0.361,0.114,0.514,5.7,9.5,3.2,2.3,1.1,12.3,16.8,-0.3,0.3,0,-0.002
Theresa Plaisance,TUL,F,19,89,3.4,0.276,0.25,0.2,7.5,10,8.1,2.3,4.3,12.1,12.2,-0.1,0,-0.1,-0.032
Danielle McCray,CON,F,18,208,-0.3,0.282,0.107,0.25,4.9,7.5,10.3,2.8,0.4,28.7,18.3,-1.1,0.2,-0.9,-0.166
Courtney Vandersloot,CHI,G,18,452,12.6,0.482,0.205,0.205,2.1,5,37,2.4,1.1,26.9,17.6,0,0.4,0.4,0.033
Farhiya Abdi,LAS,F,17,142,5.7,0.463,0.159,0.068,2.6,3.9,5.7,0.4,0,11.7,16.5,0,0,0,-0.006
Tiffany Bias,PHO,G,17,68,-0.2,0.436,0.333,0.333,0,2.6,13.3,3.8,0,36.8,22.6,-0.4,0.1,-0.3,-0.15
Charde Houston,NYL,F,17,142,12,0.494,0.157,0.255,5,7,13.5,3.4,3.3,20.9,23.2,-0.1,0.3,0.1,0.037
Candice Wiggins,LAS,G,17,237,2.2,0.279,0.5,0.104,4.1,5.2,9.4,2.6,1,16.6,11.6,-0.5,0.2,-0.3,-0.044
Gennifer Brandon,CHI,F,16,122,9.1,0.362,0,0.394,11,19.4,4,1.3,4.2,20.5,18.2,-0.3,0.2,-0.1,-0.038
Tamika Catchings,IND,F,16,430,25.8,0.543,0.188,0.401,5.9,15,15.6,3.4,2.5,12.2,29.1,1.4,0.9,2.3,0.216
Nadia Colhado,ATL,C,16,127,9.8,0.488,0,0.167,3.5,13,1.4,2,3.7,15.1,17.9,-0.1,0.3,0.2,0.061
Elena Delle Donne,CHI,G-F,16,408,28.4,0.568,0.259,0.425,6.5,9.1,9.1,1.1,4.2,4.6,29.4,2.4,0.4,2.7,0.268
Jelena Milovanovic,WAS,F-C,16,181,9.7,0.49,0.359,0.266,5.5,7.9,9.2,1.5,0.4,20.1,23,-0.1,0.2,0.1,0.021
Chucky Jeffery,NYL,,15,72,9.5,0.4,0.059,0.235,4.9,12.3,7.1,4.4,1.1,17.6,14.5,-0.1,0.2,0.1,0.033
Allison Hightower,CON,G,14,335,12.1,0.475,0.26,0.212,3.4,5.5,10,2.8,0.9,10.3,16.5,0.4,0.4,0.8,0.094
Lindsey Moore,MIN,G,12,102,6.6,0.368,0.6,0.4,0,5.3,18.4,2.1,0,14.5,9.3,0,0.1,0.1,0.039
Rebekkah Brunson,MIN,F,11,303,12.7,0.438,0,0.259,11.4,17.7,8.4,0.5,2.1,10,15.2,0.3,0.4,0.7,0.091
Heather Butler,SAS,G,11,38,-7.4,0.279,0.667,0.444,3.1,4.9,11.5,0,0,31.7,19.3,-0.2,0,-0.2,-0.257
Nikki Greene,LAS,F-C,11,38,-5.9,0.239,0,0.1,9.6,17.9,0,1.4,2.1,32.4,18.6,-0.3,0.1,-0.2,-0.207
Natasha Lacy,NYL,G,11,82,16.2,0.485,0.143,0.571,0,6.5,20.4,7.1,0,14.6,11.5,0.1,0.2,0.3,0.143
Riquna Williams,TUL,G,11,174,16,0.503,0.391,0.217,3.2,6.8,13.2,4.5,0.9,16.6,22.8,0.1,0.1,0.3,0.063
Kelley Cain,CON,C,8,45,6.9,0.31,0,0.25,12.5,16,3.5,2.3,6.9,14.5,20.2,-0.1,0.1,0,-0.032
Ebony Hoffman,CON,F,8,68,4.7,0.333,0.056,0,9.9,12.3,9.4,3.8,0,25,15.4,-0.2,0.1,-0.1,-0.042
Astou Ndour,SAS,C,8,35,12.5,0.447,0.158,0,13.4,15.9,0,0,4.5,13.6,29.3,-0.1,0,-0.1,-0.059
Toni Young,NYL,F,8,38,7.6,0.369,0,0.5,3.1,9.3,4.4,1.4,4.1,0,14.8,0,0.1,0.1,0.055
Tiffany Jackson-Jones,TUL,F,7,71,7.3,0.447,0,0.267,4.7,10.8,2.2,2.9,1.1,19.3,12.8,0,0,0,-0.006
Briana Gilbreath-Butler,CON,G,6,36,-2.8,0.167,0.333,0,0,8.3,0,1.5,2.2,25,9.7,-0.2,0,-0.1,-0.126
Nadirah McKenith,MIN,G,6,24,5.5,0.41,0,0.5,0,9.9,5.7,2.2,0,17,11.3,0,0,0,0.02
Waltiea Rolle,SEA,C,6,66,16.4,0.735,0,0.2,10,19.1,5.6,1.7,0,15.5,9.6,0.2,0.1,0.3,0.176
Tayler Hill,WAS,G,5,39,-2.1,0.18,0.538,0.154,0,1.5,7.9,1.4,0,0,16.6,-0.2,0,-0.1,-0.144
Kara Braxton,NYL,C-F,4,31,12.2,0.563,0,0.25,3.8,7.6,17.5,1.7,2.5,31.1,19.1,0,0,0,0.021
Darxia Morris,LAS,G,4,31,-0.4,0.231,0.385,0,7.9,6,14.7,3.4,0,13.3,22.1,-0.2,0,-0.1,-0.175
Aaryn Ellenberg,CHI,G,2,1,0,,,,0,0,0,0,0,,0,0,0,0,-0.023
Jasmine Hassell,IND,F,2,21,9.8,0.6,0,0,0,0,9.3,7.7,0,28.6,15.4,0,0,0,0.062
Inga Orekhova,ATL,G,2,13,-9.3,0,0.6,0,0,4.4,0,0,11.9,0,16.5,-0.1,0,-0.1,-0.289
Samantha Prahalis,LAS,G,2,21,0.8,0.5,0.25,0,0,8.8,0,0,0,20,10.9,0,0,0,-0.021
Davellyn Whyte,SAS,G,2,10,-14.7,0,0.333,0,0,0,14,5.3,0,25,18.6,-0.1,0,-0.1,-0.393
