Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Penny Taylor,PHO,F,25,643,22.2,0.645,0.483,0.359,1.9,8.9,24.5,3,1.3,14.8,20.2,2.5,0.9,3.4,0.212
Courtney Williams,TOT,G,25,351,14.4,0.445,0.163,0.127,9,13,15,1.7,0.7,10.7,24.2,0,0.4,0.4,0.04
Natalie Achonwa,IND,C,24,195,17,0.575,0,0.303,10.4,15.6,5.7,2.7,0.4,13.8,20.2,0.4,0.3,0.6,0.13
Bria Hartley,WAS,G,24,406,11.2,0.514,0.436,0.338,2.7,7,23.6,1.3,0,18.6,21.3,0.2,0.2,0.4,0.037
Tianna Hawkins,WAS,F,24,252,13.7,0.6,0.259,0.247,11.6,14.1,7.6,1,1.2,19.6,21.4,0.4,0.2,0.6,0.091
Ally Malott,WAS,F,23,179,7.7,0.455,0.653,0.224,4.1,8.7,9.3,1.8,1.3,18.2,16.9,-0.2,0.2,0,-0.008
Ana Dabovic,LAS,G,22,236,8,0.487,0.352,0.537,3.4,4.5,17.8,2.9,0,22.2,17.1,0,0.4,0.3,0.057
Jazmon Gwathmey,SAS,G,22,351,6,0.436,0.346,0.167,3,6.5,7.9,1.2,1.8,11.6,12.5,-0.2,0.2,0,0.002
Ivory Latta,WAS,G,22,458,10,0.491,0.633,0.265,2.4,4.9,16.2,0.9,0.2,14.3,21.8,0.1,0.1,0.2,0.015
Jenna O'Hea,SEA,F,22,252,8.3,0.476,0.576,0.152,4.2,6.9,12,1.7,0.9,17.6,15.8,-0.1,0.2,0.1,0.018
Rebecca Allen,NYL,F,21,280,14.7,0.574,0.306,0.153,4.9,7.1,6.9,1.6,3.2,11.1,18.4,0.5,0.4,0.9,0.134
Evgeniya Belyakova,LAS,F,21,238,4.1,0.36,0.519,0.296,1.1,4,8.9,2.9,0.3,11.6,13.6,-0.4,0.4,0,-0.003
Ann Wauters,LAS,C,21,97,14.2,0.588,0,0.364,5.5,15,14.3,2.2,1.7,21.5,15.7,0.1,0.2,0.3,0.142
Clarissa Dos Santos,CHI,C,20,187,9.2,0.42,0.017,0.339,12,13.9,6.7,1.4,1.8,12.9,18.2,0,0.1,0.1,0.021
Ruth Hamblin,DAL,C,20,130,5.8,0.299,0,0.219,7.5,13,4.9,0.8,5.2,10.2,13,-0.2,0.1,-0.2,-0.049
Sancho Lyttle,ATL,F,19,571,14.5,0.453,0.06,0.168,8.4,15,10.2,3.5,2.5,12.6,13.9,0.3,1.2,1.5,0.103
Krystal Thomas,SEA,C,19,177,8.5,0.611,0,0.368,14,15.1,1.7,1.2,5.5,29,8.2,0.2,0.3,0.4,0.1
Glory Johnson,DAL,F,18,502,17.9,0.52,0.086,0.448,10.4,18.6,8.4,1.7,1.7,11.8,19,0.9,0.5,1.4,0.111
Kayla McBride,SAS,G,17,523,15,0.473,0.342,0.245,2.9,7.8,13.7,1.8,0.3,9.9,30.2,-0.3,0.4,0.1,0.01
Shoni Schimmel,NYL,G,17,77,19.5,0.788,0.8,0.25,0,5.9,22,2,1,24,16.6,0.3,0.1,0.4,0.192
Monica Wright,SEA,G,16,98,0.3,0.355,0.385,0.192,1.3,5.1,17.6,3.7,0.8,33.2,20.1,-0.5,0.1,-0.4,-0.156
Rachel Banham,CON,G,15,164,10.9,0.547,0.755,0.061,0.7,4,13.2,2.5,0.5,13.7,15.4,0.2,0.1,0.3,0.084
Jelena Dubljevic,LAS,F,15,79,6.2,0.472,0.136,0.136,3.4,10.4,13.4,0.7,1,23.1,18,-0.1,0.1,0,0.003
Marta Xargay,PHO,G,15,296,9,0.515,0.52,0.227,4.2,5.3,22.2,2.9,0.8,24.7,16.9,0,0.3,0.3,0.037
Brianna Kiesel,DAL,G,14,103,-0.3,0.242,0.261,0.174,1.1,3.4,27,2.5,0,28.8,14.6,-0.4,0,-0.4,-0.154
Abby Bishop,SEA,F,13,67,4.8,0.47,0.545,0.364,0,5.6,18.1,0.8,1.1,7.3,9.6,0.1,0,0.1,0.078
Bashaara Graves,MIN,F,12,41,-1.5,0.286,0,0,9.3,5.9,6.6,0,0,30,10.8,-0.1,0,-0.1,-0.07
Jeanette Pohlen-Mavunga,IND,G,12,49,11,0.699,0.545,0.091,0,1.3,16.9,0,0,14.9,12.4,0.1,0,0.1,0.11
Vicki Baugh,SAS,F-C,11,148,10.8,0.595,0,0.273,12.6,16.6,3.8,1.4,1.6,27.5,15.9,0,0.2,0.2,0.041
Tiffany Bias,DAL,G,10,64,7.3,0.513,0.478,0.522,1.7,4.5,16.7,1.6,0,28,26.5,-0.1,0,-0.2,-0.099
Aneika Henry-Morello,CON,F-C,10,50,3.1,0.395,0,0.385,9,16.8,6,1,1.6,28.3,18.3,-0.2,0.1,-0.1,-0.097
Leilani Mitchell,WAS,G,10,161,10.8,0.585,0.674,0.217,2.3,6.4,21,0.3,0,20.5,18.1,0.2,0,0.2,0.054
Whitney Knight,TOT,G,10,38,-2.4,0.2,0.733,0,3.5,8.1,7.8,2.8,4.3,11.8,20.9,-0.3,0.1,-0.2,-0.198
Cierra Burdick,ATL,F,8,29,-8.8,0.169,0,0.25,11.8,7.9,0,0,0,18.4,16.3,-0.2,0,-0.2,-0.227
Frida Eldebrink,SAS,,8,44,-1,0.169,0.75,0.25,2.7,4.1,25.1,1.2,0,31.1,13.5,-0.2,0,-0.2,-0.191
Betnijah Laney,CHI,G-F,8,42,-1.5,0.291,0.083,0.333,2.8,7,3.1,1.2,0,12.7,16.4,-0.1,0,-0.1,-0.128
Brene Moseley,IND,,8,77,-5.7,0.298,0.217,0.217,1.6,2.5,18,2.7,0,38.8,24.3,-0.7,0.1,-0.6,-0.323
Adut Bulgak,NYL,C,7,23,20.7,0.549,0.182,0.364,14.9,22.1,0,0,0,7.3,26.2,0.1,0,0.1,0.187
Sandrine Gruda,LAS,F-C,7,37,4.7,0.371,0,0.111,7.3,6.8,7.8,1.4,2.2,9.6,13.2,0,0.1,0,0.029
Jamie Weisner,WAS,,7,25,9.7,0.607,0.444,0.222,4.9,7.2,15.2,0,0,23.3,23.7,0,0,0,0.029
Anna Cruz,MIN,G,6,60,15.5,0.623,0.091,0.545,2.1,6.1,28.2,1.7,0,12.8,11.6,0.2,0.1,0.3,0.23
Epiphanny Prince,NYL,G,6,83,11.8,0.552,0.44,0.28,1.4,6.1,7.9,1.2,0,6.6,15.9,0.2,0.1,0.3,0.133
Nirra Fields,PHO,,4,17,-15.9,0.19,0.143,0.286,0,0,0,0,0,20.2,26.5,-0.2,0,-0.2,-0.466
Maggie Lucas,IND,G,4,55,17.7,0.644,0.476,0.333,2.3,9.4,10.4,1.9,0,17.2,24,0.1,0.1,0.2,0.142
LaToya Sanders,WAS,F,4,69,20.8,0.611,0,0.722,7,10.5,2.6,2.3,11.4,11.2,17.8,0.2,0.1,0.4,0.205
Asia Taylor,CON,G,4,17,33.4,0.743,0,1.4,13.2,14.1,29.7,0,0,11,23.1,0.2,0,0.2,0.437
Blake Dietrick,TOT,G,3,14,8.5,0.694,0.5,1,0,12.8,0,0,0,25.8,12.9,0,0,0,0.068
Avery Warley-Talbert,TOT,C,3,15,-4.3,0,0,0,7.8,11.8,10.2,0,5.3,25,11.8,-0.1,0,-0.1,-0.205
Zoi Dimitrakou,WAS,,2,11,-0.2,0.5,0.667,0,0,5.5,15.2,0,0,25,16.8,0,0,0,-0.056
Ameryst Alston,NYL,,1,0,,,,,,,,,,,,0,0,0,
