Player,Tm,Pos,G▼,MP,PER,TS%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40
Kelsey Griffin,CON,F,34,864,15.9,0.518,0.159,0.366,7.7,11.1,6.6,2.5,1.9,10.6,16.5,1.8,1.1,2.9,0.135
Aneika Henry-Morello,ATL,F-C,34,434,14.4,0.496,0,0.283,11.3,17.4,6.1,1,2.9,16.2,16,0.5,0.8,1.3,0.122
Tayler Hill,WAS,G,34,593,12.7,0.494,0.547,0.365,1.6,5.6,15,2,0.4,14.6,19.6,0.7,0.6,1.3,0.086
Charde Houston,PHO,F,34,586,7.5,0.466,0.256,0.231,4.3,7.6,12.7,1.5,1.5,20.7,21,-0.6,0.2,-0.3,-0.023
Crystal Langhorne,WAS,F,34,973,17.1,0.545,0.024,0.323,9.8,14.5,9.1,1.7,0.8,17.4,20.7,1.5,1.4,2.9,0.121
Erlana Larkins,IND,F,34,1022,17.6,0.589,0,0.471,11.7,16,11.8,2.6,0.9,17.1,12.6,3,1.8,4.8,0.187
Ivory Latta,WAS,G,34,1072,16.6,0.531,0.452,0.228,1.3,4.7,26.2,1.4,0.1,12.6,21,3.2,0.7,3.9,0.144
Jantel Lavender,LAS,C,34,571,18.6,0.541,0,0.175,10.8,16,5.3,1.7,2.9,14,20.9,1.2,1.1,2.3,0.163
Camille Little,SEA,F,34,1030,14.3,0.543,0.166,0.513,8.2,10.1,8.9,2.2,0.7,19.3,19.6,1.6,0.9,2.4,0.095
Emma Meesseman,WAS,C,34,498,14.7,0.474,0.014,0.142,9.5,12.2,15.4,2,3.7,15.6,16.6,0.5,0.8,1.3,0.106
Leilani Mitchell,NYL,G,34,633,13.4,0.573,0.639,0.263,3.2,6.3,18,2.2,0.5,18.6,12.9,1.2,0.5,1.7,0.109
Alex Montgomery,NYL,G-F,34,782,9.3,0.44,0.192,0.116,5.2,12.6,13.1,1.5,0.8,19.5,16.8,-0.6,0.9,0.4,0.018
Maya Moore,MIN,F,34,1068,27.9,0.624,0.347,0.223,6.8,11.4,15.9,2.9,2.5,10.2,23.7,6.2,2.2,8.5,0.317
Shay Murphy,CHI,G,34,379,8.9,0.374,0.446,0.185,8.8,9.6,4.4,2.9,0,8.5,18.1,-0.1,0.6,0.4,0.045
Nneka Ogwumike,LAS,F,34,878,27.3,0.623,0.015,0.389,13.6,17.4,9.1,2.9,2.8,14.3,23.8,4.4,2.1,6.5,0.298
Jia Perkins,SAS,G,34,1037,17.8,0.486,0.257,0.164,2.7,6,13.3,4.1,0.8,9.2,23.4,1.4,0.9,2.4,0.091
Devereaux Peters,MIN,F,34,631,12.8,0.438,0,0.181,10.1,14.4,8.2,2,4.4,15.7,13.7,0.4,1.3,1.8,0.112
Allie Quigley,CHI,G,34,318,9.3,0.403,0.355,0.118,2.5,4.3,12.5,2,0.9,11.1,25.2,-0.3,0.3,0,0.005
Noelle Quinn,SEA,G,34,870,9.7,0.431,0.283,0.192,3.1,12.3,11.7,1.8,0.8,16.4,14.2,-0.3,1,0.7,0.033
Tierra Ruffin-Pratt,WAS,G,34,503,11.7,0.445,0.049,0.423,7.7,10.8,8.9,2.3,1.2,11.6,16.8,0.4,0.7,1.1,0.09
Katie Smith,NYL,G,34,904,7.7,0.478,0.438,0.163,1.1,3.9,11.6,1.4,0.5,16.5,12.9,0.2,0.3,0.5,0.024
Michelle Snow,WAS,C,34,571,13.8,0.515,0,0.221,10.3,16.4,6.3,1.5,3.4,16.8,15.8,0.7,1,1.7,0.12
Shekinna Stricklen,SEA,F-G,34,797,14.9,0.507,0.492,0.122,4.6,7.8,7.6,1.7,1.4,10.6,22.6,1,0.6,1.6,0.079
Jasmine Thomas,ATL,G,34,935,8.7,0.407,0.222,0.138,2.9,6.2,18.9,1.6,0.7,16.7,19.7,-1,1.1,0,0.002
Krystal Thomas,PHO,C,34,477,6.2,0.509,0,0.484,10.4,17,2.2,0.9,2.6,29.2,10.4,-0.2,0.5,0.3,0.027
Tina Thompson,SEA,F,34,976,19.6,0.555,0.431,0.338,5.3,13.1,8.5,1,1.9,10.4,23.7,3.3,1,4.3,0.175
Kristi Toliver,LAS,G,34,1019,17.8,0.555,0.323,0.21,2.2,5.1,18.4,2.2,0.4,13.1,22.1,3,1.2,4.2,0.164
Kia Vaughn,WAS,C,34,680,12.9,0.46,0.004,0.197,8.7,14.9,6,1.8,4.2,17,20,-0.3,1.3,1.1,0.063
Lindsay Whalen,MIN,G,34,1005,21.9,0.54,0.022,0.339,2.7,8.6,31.9,1.4,0.2,13.7,24.4,4,1.2,5.3,0.209
Kamiko Williams,NYL,G,34,453,6.5,0.355,0.19,0.058,4,9,12.2,2.8,1.4,19.5,15.2,-1,0.6,-0.4,-0.032
Le'coe Willingham,ATL,F,34,755,7.7,0.499,0.348,0.159,6.6,10.6,5.5,1.8,1.1,22.9,10.5,0,1.2,1.2,0.064
Tanisha Wright,SEA,G,34,1050,15.6,0.528,0.139,0.352,3.6,7.8,26.8,2,0.6,20.4,22,1.7,0.8,2.5,0.094
Kayla Pedersen,TOT,F,34,431,11.5,0.435,0.01,0.337,8.2,13.3,12.4,2.6,2.5,19.4,14.9,-0.1,0.6,0.5,0.051
Kayla Alexander,SAS,C,33,371,8.7,0.473,0,0.357,12.6,15.6,4.6,0.6,3,26.5,16.2,-0.3,0.1,-0.1,-0.016
Mistie Bass,CON,F,33,593,18.5,0.571,0,0.404,8.9,13.6,10.2,1.9,3.6,19.2,18.7,1,0.9,1.9,0.129
Rebekkah Brunson,MIN,F,33,965,19.5,0.524,0.003,0.297,11.3,17.7,7.8,2.3,2.4,10.4,17.5,2.7,2.2,4.9,0.202
Shameka Christon,SAS,G,33,740,8,0.435,0.584,0.142,1.5,4.4,5.7,1.1,1.2,7.8,18.9,-0.1,-0.1,-0.2,-0.011
Alysha Clark,SEA,F,33,505,9.7,0.56,0.387,0.236,8.2,10.5,4.4,1.5,0.8,23,14.4,0.3,0.3,0.6,0.051
Lindsey Harding,LAS,G,33,1011,15,0.507,0.072,0.382,2.1,5.2,25.8,1.7,1,18.8,19.5,1.6,1.1,2.7,0.106
Tianna Hawkins,SEA,F,33,321,11.1,0.579,0.231,0.143,6.9,10.5,3.9,1.5,1,18.5,17.7,0.4,0.3,0.6,0.079
Roneeka Hodges,TUL,G,33,567,10.8,0.534,0.76,0.053,0.4,4.2,10.5,1.6,0.3,10,13.6,0.9,0,1,0.068
Ebony Hoffman,LAS,F,33,412,8.4,0.451,0.13,0.083,4.3,9.2,11.9,2,2,16.4,14.7,0,0.7,0.7,0.069
Shenise Johnson,SAS,G,33,901,14.5,0.461,0.23,0.184,4.8,8.3,17,2.5,0.5,13.2,22.9,0.3,0.4,0.7,0.033
Angel McCoughtry,ATL,F-G,33,1036,25.3,0.507,0.19,0.399,6.2,9.6,28.7,4.3,1.7,16.1,34.8,2.3,2.4,4.8,0.185
Courtney Vandersloot,CHI,G,33,985,14.2,0.482,0.209,0.269,1.2,6.1,31.2,2.4,2.1,21.5,17.3,1,1.6,2.6,0.104
Monica Wright,MIN,G,33,743,13.7,0.505,0.152,0.335,3.3,7.5,15.4,2.4,0.7,16.4,21.5,1,1.1,2.1,0.111
Tamera Young,CHI,F,33,596,11.5,0.447,0.005,0.2,8.3,12,6.2,1.5,0.6,9.6,17.1,0.5,0.8,1.3,0.09
Alana Beard,LAS,G-F,32,703,10.5,0.498,0.043,0.184,2.3,6.1,9.7,2.9,1.1,17.4,15.6,0.2,1.1,1.3,0.075
Skylar Diggins-Smith,TUL,G,32,845,9.9,0.438,0.288,0.332,2,4.3,26.4,2.6,0.8,22.9,21.5,-0.8,0.3,-0.5,-0.023
Candice Dupree,PHO,F,32,1057,18.7,0.56,0.008,0.22,5.8,11.2,10.9,1.6,0.9,13,21.4,2.7,0.7,3.4,0.129
Sylvia Fowles,CHI,C,32,1001,27.7,0.623,0,0.536,13.5,21,2.4,1.5,5.7,13.6,21.5,4.6,2.6,7.2,0.288
Briann January,IND,G,32,946,10.6,0.452,0.31,0.234,1.5,5,24.3,2,0.5,18.5,21.2,-0.1,0.9,0.8,0.033
Temeka Johnson,SEA,G,32,877,14.6,0.535,0.214,0.331,1.9,6,29,1.8,0.3,21.8,21.3,1.3,0.5,1.8,0.08
Jennifer Lacy,TUL,F,32,450,5.2,0.424,0.511,0.158,3,5.7,8.4,0.8,1.1,13.4,17.2,-0.2,0,-0.3,-0.025
Janel McCarville,MIN,F-C,32,700,17,0.551,0.086,0.284,6.7,11.4,18.8,2.4,2.4,18.7,14.5,1.7,1.3,3,0.174
Nadirah McKenith,WAS,G,32,282,13.3,0.484,0.282,0.436,1.7,7.3,20.3,3.5,0.5,19.1,18.1,0.1,0.5,0.6,0.086
Plenette Pierson,NYL,F,32,883,14,0.448,0.019,0.292,8.1,11.7,18.2,1,1.8,16,25,-0.1,0.8,0.6,0.028
Nicole Powell,TUL,F,32,715,12.8,0.537,0.583,0.15,4.9,9.9,10.3,1.8,0.7,13.1,13.9,1.3,0.4,1.7,0.094
Diana Taurasi,PHO,G,32,1032,24.7,0.611,0.453,0.485,2.2,7.5,36.1,1.1,1.1,17.9,28.5,5.3,0.3,5.6,0.216
Candice Wiggins,TUL,G,32,876,12.3,0.51,0.553,0.271,3.5,6.3,13.3,2.3,0.6,15.7,19.4,1.1,0.4,1.4,0.065
Seimone Augustus,MIN,G,31,922,21.5,0.57,0.167,0.16,3.2,6.2,14.2,1,1.6,9.2,23.9,3.6,0.9,4.5,0.197
Michelle Campbell,CHI,F,31,238,5.6,0.421,0,0.588,10.2,11.5,3.3,1.1,1.8,20,15,-0.1,0.3,0.2,0.031
Angel Goodrich,TUL,G,31,680,9.9,0.464,0.234,0.161,2.3,5,23.4,2.9,0.2,26.2,13.2,-0.2,0.3,0.2,0.01
Candace Parker,LAS,F,31,889,30.6,0.559,0.083,0.408,6.2,17.9,23.9,2.3,4.8,12.5,28.9,4.1,2.5,6.5,0.295
Epiphanny Prince,CHI,G,31,930,20.3,0.52,0.391,0.305,2.2,5.2,18.3,2.9,0.9,8.8,23.5,3.4,1.4,4.7,0.204
Toni Young,NYL,F,31,344,11.1,0.493,0.008,0.148,7.9,9.4,8.2,1.4,2.3,16.7,20.3,0,0.3,0.3,0.038
Jessica Breland,IND,F,30,439,17.9,0.468,0,0.172,13.1,17,8.2,2.2,6,16.8,21.7,0.2,0.9,1.1,0.099
Tamika Catchings,IND,F,30,942,27.3,0.508,0.248,0.35,5.5,13.9,17.1,5,2.8,8.9,28.5,3.5,2.7,6.2,0.262
Layshia Clarendon,IND,G,30,582,4.1,0.359,0.163,0.133,3.5,5.7,17.7,1.5,0.1,18.5,17.4,-1.2,0.4,-0.8,-0.054
Elena Delle Donne,CHI,G-F,30,941,25.2,0.568,0.238,0.418,5.2,10.1,10.8,1.1,4.2,7.5,24.5,5,1.5,6.5,0.278
Amber Harris,MIN,F,30,263,8.9,0.437,0.194,0.292,5.1,9.7,10.7,0.8,1.8,15.6,16.6,0,0.3,0.3,0.052
Alexis Hornbuckle,PHO,G,30,373,4.4,0.433,0.391,0.326,3.1,7.9,15.9,1.5,0.6,26.5,17.4,-0.6,0.1,-0.5,-0.054
A'dia Mathies,LAS,G,30,276,6,0.43,0.235,0.368,3.2,4.3,12,1.7,0.5,17.7,15.7,-0.1,0.2,0.1,0.018
Cappie Pondexter,NYL,G,30,1027,14.6,0.466,0.217,0.328,1.7,7.3,23.2,1.6,0.3,16.1,28.3,0.2,0.8,1,0.038
Jayne Appel-Marinelli,SAS,C,29,768,16.5,0.596,0.025,0.405,10.6,19.7,12.7,1.8,3.8,23.6,11,1.4,1.1,2.5,0.131
Tina Charles,CON,C,29,951,19.9,0.438,0.006,0.207,11.3,17.3,9.7,1.5,2.1,9.7,30.8,0.4,1.4,1.8,0.074
Glory Johnson,TUL,F,29,875,20.9,0.521,0.009,0.51,12.3,17.6,7.8,1.8,1.1,12.6,24.6,2.5,0.8,3.4,0.154
Jenna O'Hea,LAS,F,29,398,10.3,0.609,0.625,0.234,3.8,7.4,10.9,1.3,1.1,19.4,10,0.7,0.4,1.2,0.117
Davellyn Whyte,SAS,G,29,433,10.4,0.444,0.462,0.285,4.5,7.4,20.7,2.4,1.3,22.3,19.8,-0.4,0.2,-0.2,-0.018
Shavonte Zellous,IND,G,29,908,16.7,0.526,0.318,0.349,3.4,6.8,11.3,1.7,2,11.7,23.8,2.2,0.9,3.2,0.14
Iziane Castro Marques,CON,F-G,28,441,9.7,0.448,0.279,0.309,3.2,6,11.9,1.5,0.7,16.5,22.7,-0.3,0.2,-0.1,-0.011
Armintie Herrington,ATL,G,28,838,11.9,0.497,0,0.395,5.7,6.4,12.6,3.9,0.3,21,12.8,0.4,1.5,1.8,0.088
Sugar Rodgers,MIN,G,28,212,10.2,0.412,0.533,0.117,6.4,11,9.1,3.7,3.4,16,16,-0.1,0.5,0.4,0.082
Brittney Griner,PHO,C,27,699,22.4,0.591,0,0.348,6.7,14.2,7.7,0.9,8.6,14,21.8,2,1.1,3.1,0.175
Rachel Jarry,MIN,F,27,184,7.6,0.563,0.278,0.25,4.7,6,8.2,1.4,1.8,24.5,13,0.1,0.2,0.3,0.07
Lynetta Kizer,PHO,F,27,266,7,0.472,0.014,0.203,10,12.4,3.7,2.1,1.4,21.8,16.4,-0.2,0.2,0,0.007
Riquna Williams,TUL,G,27,612,23.4,0.53,0.337,0.314,2.6,6.2,18.6,2.3,0.9,9.1,32.3,2.5,0.3,2.8,0.181
Courtney Clements,ATL,G,26,244,0.2,0.278,0.394,0.121,5,5.6,5.1,0.8,0.6,6.3,19.7,-0.8,0.2,-0.6,-0.098
DeLisha Milton-Jones,TOT,F,26,622,11.8,0.455,0.117,0.296,6.5,10.1,14.5,1.6,1.3,15.3,20,0.1,0.3,0.4,0.028
Sasha Goodlett,IND,C,25,187,7,0.392,0,0.132,9.8,13.2,4,0.6,0.9,15.1,16.6,-0.2,0.2,0,-0.002
Danielle Robinson,SAS,G,25,812,16.6,0.489,0.023,0.247,2.5,5.6,38.7,2.2,0.4,18.2,19.7,1.3,0.2,1.5,0.072
Kelly Faris,CON,G,24,338,6.1,0.472,0.51,0.184,3.9,8.8,7.5,1.1,1.1,22.1,9,0,0.2,0.2,0.025
Tiffany Hayes,ATL,G,23,513,18,0.535,0.31,0.518,4.3,9.5,13.3,2.7,0.4,14.2,23.7,1.2,0.9,2.1,0.167
Renee Montgomery,CON,G,23,625,11.1,0.487,0.495,0.176,1.2,3.7,20.4,1.5,0.1,19,21,0.1,0.2,0.3,0.017
Lindsey Moore,MIN,G,23,130,5.2,0.336,0.387,0.129,0,5.8,24.6,1.2,0,26.8,15.6,-0.3,0.1,-0.1,-0.046
Courtney Paris,TUL,C,23,276,17.5,0.473,0.011,0.101,16.8,20.5,7.8,1.3,4.6,11.4,17.2,0.5,0.3,0.9,0.125
Cathrine Kraayeveld,SAS,F,22,285,6.3,0.405,0.727,0.073,3.4,8.6,6.8,1.7,1.1,15,10.6,-0.2,0.1,-0.1,-0.008
Tan White,CON,G,22,549,7.9,0.38,0.298,0.106,3.4,6.2,15,3.2,0.8,16.3,25.9,-1.7,0.6,-1.1,-0.077
Jasmine Hassell,TOT,F,22,162,2.6,0.312,0.021,0.362,7.1,7.2,9,1.4,0.5,11.4,17.8,-0.4,0.1,-0.3,-0.067
Avery Warley-Talbert,TOT,C,22,215,10.3,0.463,0,0.244,13.3,18.1,1.5,2,2.4,19.5,11.7,0.1,0.4,0.5,0.095
Allison Hightower,CON,G,21,672,14.6,0.492,0.259,0.157,1.5,5.4,17.9,1.9,0.8,10.2,20.1,1,0.4,1.5,0.089
Ashley Robinson,SEA,C,21,200,1.3,0.479,0,0.345,7.1,9.4,6.2,0.3,3.3,40.8,13.5,-0.5,0.1,-0.4,-0.084
Liz Cambage,TUL,C,20,499,29.8,0.643,0,0.778,11.4,19.9,9.9,1.1,7.7,19.6,28.5,2.3,0.8,3.2,0.253
Tiffany Jackson-Jones,TUL,F,19,393,9.7,0.435,0,0.31,10.7,13.1,5.8,3.4,0.8,22.1,14.1,-0.2,0.4,0.2,0.022
Sharnee' Zoll,CHI,G,19,184,2,0.27,0.214,0.286,0,4.3,26.6,0.8,0,33.7,11.5,-0.5,0.1,-0.3,-0.072
Erin Phillips,IND,G,18,383,11.3,0.509,0.49,0.163,1.2,3.1,14.1,2.2,0.2,11.8,14.6,0.6,0.3,0.9,0.095
Farhiya Abdi,LAS,F,17,122,8.5,0.429,0,0.308,4.1,5.8,11.2,0.8,0.6,8.3,17.9,0.1,0.1,0.2,0.055
Jasmine James,PHO,G,16,190,9.3,0.396,0.148,0.333,3.3,7,23.5,3.8,0.4,23.5,19.3,-0.3,0.2,-0.1,-0.03
Ruth Riley,ATL,C,16,121,0.4,0.416,0.263,0.316,2.8,5.6,3.6,1.3,2.5,27,10.6,-0.2,0.1,-0.1,-0.017
Carolyn Swords,CHI,C,16,181,16.8,0.642,0,0.214,10.2,12.9,9.8,2.3,4.8,23.3,14.8,0.4,0.4,0.8,0.18
Sydney Carter,CON,G,15,259,7.1,0.451,0.317,0.333,2.1,4.8,17.2,1.4,1.1,26.7,16.1,-0.3,0.1,-0.2,-0.036
Nakia Sanford,SEA,C-F,15,153,2.4,0.367,0,0.593,10.2,12.7,9.1,0.4,2.2,26.1,14.4,-0.3,0.1,-0.2,-0.053
Jeanette Pohlen-Mavunga,IND,G,13,191,7.7,0.504,0.632,0.158,3.6,8.1,3.7,1.7,0.4,19.7,12.4,0,0.2,0.2,0.046
Samantha Prahalis,TOT,G,11,109,1.6,0.348,0.2,0.08,1.2,5.3,24.2,1.9,0.7,33.4,16.2,-0.4,0,-0.3,-0.119
Penny Taylor,PHO,F,10,161,25.8,0.647,0.358,0.509,4.7,7.6,18.6,2.5,0.5,8.5,20,1,0.1,1.1,0.283
Kara Lawson,CON,G,9,271,18.5,0.568,0.466,0.136,3.2,6.8,27,1,0.3,16.8,21.6,0.8,0.1,0.9,0.133
Anne Marie Armstrong,ATL,,9,25,10.6,0.75,1,0,4.4,9,0,2,0,20,8.6,0,0,0.1,0.128
Chelsea Poppens,SAS,F,8,63,6.4,0.418,0,0.444,15.5,15.8,2.6,0.8,0,15.7,9.2,0,0,0,0.026
Quanitra Hollingsworth,WAS,C,7,42,14.8,0.558,0,0.444,5.6,13.7,8.5,2.5,3.7,8.5,12.4,0.1,0.1,0.2,0.181
Ashley Walker,CON,F-C,7,55,9.9,0.373,0.471,0.059,17.9,16.3,6.1,1.9,4,25.6,19,-0.1,0.1,-0.1,-0.045
Cierra Bravard,SEA,F,6,27,-4.4,0.5,0.667,0,14.4,12,0,2,3.1,50,10.7,-0.1,0,0,-0.048
Sancho Lyttle,ATL,F,6,180,24.4,0.561,0.071,0.214,8.6,16,15.9,3.9,3.3,14.5,21.5,0.5,0.5,1,0.227
Erin Thorn,IND,G,6,67,-0.1,0.272,0.5,0.167,0,2.8,10,1.7,1.3,28,12.5,-0.2,0,-0.2,-0.119
Joslyn Tinkle,SEA,F,6,11,-6.7,0,0.667,0,11.8,17.6,0,0,0,0,13.1,-0.1,0,-0.1,-0.235
Essence Carson,NYL,F-G,4,118,19.4,0.617,0.075,0.35,3.8,10.4,12.4,0.9,1.3,17.8,21.3,0.3,0.1,0.4,0.145
Katie Douglas,IND,G-F,4,143,15.2,0.51,0.5,0.204,4,4.7,8.7,2.7,1.2,15.8,22.9,0.1,0.1,0.3,0.08
Chelsea Hopkins,SAS,G,4,58,0.7,0.16,0.235,0.235,3.7,8.1,26.2,2.7,0,21,18.6,-0.3,0,-0.3,-0.218
Natasha Lacy,CON,G,3,50,4.8,0.181,0.056,0.167,6.6,16.9,18.6,4.2,0,17.2,20.8,-0.3,0.1,-0.2,-0.16
Julie Wojta,SAS,G-F,3,25,17.7,0.904,0,1.5,8.7,14,6.7,6.4,0,47.5,11.5,0,0.1,0.1,0.108
Chucky Jeffery,NYL,,2,6,25.6,0.347,0.5,1,0,9.3,0,17.5,0,0,21.5,0,0,0,0.247
Jessica Moore,WAS,F-C,2,8,-13.4,0,0,0,0,14.4,0,0,0,50,11.1,-0.1,0,-0.1,-0.258
Chante Black,SAS,C,1,10,1.8,0.5,0,0,10.8,11.7,0,0,7.9,50,18.2,-0.1,0,-0.1,-0.206
Becky Hammon,SAS,G,1,12,-8.1,0.333,0.333,0,0,4.9,14.1,0,0,50,22.7,-0.1,0,-0.1,-0.415
